Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:49.412
2,11,Sergio PerezPER,Red Bull Racing RBPT,1:49.434
3,44,Lewis HamiltonHAM,Mercedes,1:49.466
4,55,Carlos SainzSAI,Ferrari,1:49.583
5,14,Fernando AlonsoALO,Alpine Renault,1:49.966
6,4,Lando NorrisNOR,McLaren Mercedes,1:50.584
7,10,Pierre GaslyGAS,AlphaTauri RBPT,1:51.211
8,1,Max VerstappenVER,Red Bull Racing RBPT,1:51.395
9,20,Kevin MagnussenMAG,Haas Ferrari,1:51.573
10,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:51.983
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:54.211
12,47,Mick SchumacherMSC,Haas Ferrari,1:54.370
13,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:54.380
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:55.518
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:56.083
16,3,Daniel RicciardoRIC,McLaren Mercedes,1:56.226
17,31,Esteban OconOCO,Alpine Renault,1:56.337
18,23,Alexander AlbonALB,Williams Mercedes,1:56.985
19,6,Nicholas LatifiLAT,Williams Mercedes,1:57.532
20,63,George RussellRUS,Mercedes,1:54.012
