Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:18.750
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:19.073
3,55,Carlos SainzSAI,Ferrari,1:19.166
4,63,George RussellRUS,Mercedes,1:19.393
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:19.420
6,44,Lewis HamiltonHAM,Mercedes,1:19.512
7,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:19.608
8,20,Kevin MagnussenMAG,Haas Ferrari,1:19.682
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:20.297
10,47,Mick SchumacherMSC,Haas Ferrari,1:20.368
11,4,Lando NorrisNOR,McLaren Mercedes,1:20.471
12,31,Esteban OconOCO,Alpine Renault,1:20.638
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:20.639
14,10,Pierre GaslyGAS,AlphaTauri RBPT,1:20.861
15,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:21.094
16,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:20.954
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:21.418
18,23,Alexander AlbonALB,Williams Mercedes,1:21.645
19,6,Nicholas LatifiLAT,Williams Mercedes,1:21.915
20,14,Fernando AlonsoALO,Alpine Renault,1:21.043
