Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:23.824
2,11,Sergio PerezPER,Red Bull Racing RBPT,1:24.052
3,16,Charles LeclercLEC,Ferrari,1:24.092
4,55,Carlos SainzSAI,Ferrari,1:24.242
5,44,Lewis HamiltonHAM,Mercedes,1:24.508
6,63,George RussellRUS,Mercedes,1:24.511
7,4,Lando NorrisNOR,McLaren Mercedes,1:24.769
8,31,Esteban OconOCO,Alpine Renault,1:24.830
9,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:24.961
10,14,Fernando AlonsoALO,Alpine Renault,1:25.096
11,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:25.219
12,47,Mick SchumacherMSC,Haas Ferrari,1:25.225
13,3,Daniel RicciardoRIC,McLaren Mercedes,1:25.045
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:25.359
15,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:25.408
16,20,Kevin MagnussenMAG,Haas Ferrari,1:25.834
17,10,Pierre GaslyGAS,AlphaTauri RBPT,1:25.859
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:25.892
19,23,Alexander AlbonALB,Williams Mercedes,1:26.028
20,6,Nicholas LatifiLAT,Williams Mercedes,1:26.054
