Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:10.342
2,16,Charles LeclercLEC,Ferrari,1:10.363
3,55,Carlos SainzSAI,Ferrari,1:10.434
4,44,Lewis HamiltonHAM,Mercedes,1:10.648
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:11.077
6,63,George RussellRUS,Mercedes,1:11.147
7,4,Lando NorrisNOR,McLaren Mercedes,1:11.174
8,47,Mick SchumacherMSC,Haas Ferrari,1:11.442
9,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:12.556
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,
11,10,Pierre GaslyGAS,AlphaTauri RBPT,1:11.512
12,31,Esteban OconOCO,Alpine Renault,1:11.605
13,14,Fernando AlonsoALO,Alpine Renault,1:11.613
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:11.704
15,23,Alexander AlbonALB,Williams Mercedes,1:11.802
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:11.961
17,3,Daniel RicciardoRIC,McLaren Mercedes,1:12.081
18,20,Kevin MagnussenMAG,Haas Ferrari,1:12.319
19,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:12.391
20,6,Nicholas LatifiLAT,Williams Mercedes,1:13.353
