Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:18.741,,30
2,7,David CoulthardCOU,McLaren Mercedes,1:18.741,,32
3,3,Michael SchumacherMSC,Ferrari,1:19.198,+0.457s,31
4,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:19.362,+0.621s,23
5,5,Giancarlo FisichellaFIS,Benetton Playlife,1:19.414,+0.673s,27
6,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:19.512,+0.771s,28
7,14,Jean AlesiALE,Sauber Petronas,1:19.623,+0.882s,33
8,1,Jacques VilleneuveVIL,Williams Mecachrome,1:19.898,+1.157s,32
9,4,Eddie IrvineIRV,Ferrari,1:19.979,+1.238s,23
10,15,Johnny HerbertHER,Sauber Petronas,1:19.990,+1.249s,22
11,17,Mika SaloSAL,Arrows,1:20.075,+1.334s,32
12,12,Jarno TrulliTRU,Prost Peugeot,1:20.170,+1.429s,31
13,9,Damon HillHIL,Jordan Mugen Honda,1:20.350,+1.609s,31
14,11,Olivier PanisPAN,Prost Peugeot,1:20.671,+1.930s,29
15,6,Alexander WurzWUR,Benetton Playlife,1:20.956,+2.215s,13
16,18,Rubens BarrichelloBAR,Stewart Ford,1:21.196,+2.455s,11
17,16,Pedro DinizDIN,Arrows,1:21.251,+2.510s,24
18,21,Toranosuke TakagiTAK,Tyrrell Ford,1:21.281,+2.540s,13
19,22,Shinji NakanoNAK,Minardi Ford,1:21.361,+2.620s,30
20,20,Ricardo RossetROS,Tyrrell Ford,1:21.505,+2.764s,25
21,23,Esteban TueroTUE,Minardi Ford,1:21.700,+2.959s,33
22,19,Jan MagnussenMAG,Stewart Ford,1:22.875,+4.134s,9
