Pos,No,Driver,Car,Time,Gap,Laps
1,7,David CoulthardCOU,McLaren Mercedes,1:11.655,,37
2,8,Mika HakkinenHAK,McLaren Mercedes,1:11.819,+0.164s,36
3,4,Eddie IrvineIRV,Ferrari,1:12.569,+0.914s,40
4,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:12.673,+1.018s,33
5,3,Michael SchumacherMSC,Ferrari,1:12.690,+1.035s,32
6,14,Jean AlesiALE,Sauber Petronas,1:12.789,+1.134s,37
7,9,Damon HillHIL,Jordan Mugen Honda,1:13.010,+1.355s,35
8,5,Giancarlo FisichellaFIS,Benetton Playlife,1:13.074,+1.419s,37
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:13.259,+1.604s,41
10,1,Jacques VilleneuveVIL,Williams Mecachrome,1:13.354,+1.699s,35
11,12,Jarno TrulliTRU,Prost Peugeot,1:13.396,+1.741s,33
12,15,Johnny HerbertHER,Sauber Petronas,1:13.421,+1.766s,35
13,6,Alexander WurzWUR,Benetton Playlife,1:13.671,+2.016s,27
14,21,Toranosuke TakagiTAK,Tyrrell Ford,1:13.730,+2.075s,21
15,17,Mika SaloSAL,Arrows,1:13.802,+2.147s,34
16,18,Rubens BarrichelloBAR,Stewart Ford,1:13.887,+2.232s,22
17,11,Olivier PanisPAN,Prost Peugeot,1:13.966,+2.311s,33
18,16,Pedro DinizDIN,Arrows,1:13.999,+2.344s,34
19,19,Jos VerstappenVER,Stewart Ford,1:14.070,+2.415s,29
20,20,Ricardo RossetROS,Tyrrell Ford,1:14.351,+2.696s,36
21,23,Esteban TueroTUE,Minardi Ford,1:14.738,+3.083s,39
22,22,Shinji NakanoNAK,Minardi Ford,1:14.906,+3.251s,34
