Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:17.432,,23
2,7,David CoulthardCOU,McLaren Mercedes,1:17.535,+0.103s,20
3,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:18.647,+1.215s,28
4,5,Giancarlo FisichellaFIS,Benetton Playlife,1:18.674,+1.242s,31
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:18.738,+1.306s,27
6,6,Alexander WurzWUR,Benetton Playlife,1:18.879,+1.447s,35
7,3,Michael SchumacherMSC,Ferrari,1:18.974,+1.542s,33
8,11,Olivier PanisPAN,Prost Peugeot,1:19.138,+1.706s,15
9,9,Damon HillHIL,Jordan Mugen Honda,1:19.329,+1.897s,33
10,4,Eddie IrvineIRV,Ferrari,1:19.364,+1.932s,35
11,1,Jacques VilleneuveVIL,Williams Mecachrome,1:19.429,+1.997s,20
12,12,Jarno TrulliTRU,Prost Peugeot,1:19.474,+2.042s,19
13,14,Jean AlesiALE,Sauber Petronas,1:19.686,+2.254s,17
14,15,Johnny HerbertHER,Sauber Petronas,1:19.867,+2.435s,23
15,18,Rubens BarrichelloBAR,Stewart Ford,1:20.299,+2.867s,20
16,19,Jan MagnussenMAG,Stewart Ford,1:20.330,+2.898s,7
17,21,Toranosuke TakagiTAK,Tyrrell Ford,1:20.760,+3.328s,20
18,17,Mika SaloSAL,Arrows,1:20.771,+3.339s,16
19,23,Esteban TueroTUE,Minardi Ford,1:21.040,+3.608s,28
20,16,Pedro DinizDIN,Arrows,1:21.042,+3.610s,17
21,22,Shinji NakanoNAK,Minardi Ford,1:21.242,+3.810s,14
22,20,Ricardo RossetROS,Tyrrell Ford,1:21.541,+4.109s,30
