Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:20.791,,22
2,7,David CoulthardCOU,McLaren Mercedes,1:21.223,+0.432s,17
3,5,Giancarlo FisichellaFIS,Benetton Playlife,1:22.102,+1.311s,24
4,6,Alexander WurzWUR,Benetton Playlife,1:22.414,+1.623s,27
5,4,Eddie IrvineIRV,Ferrari,1:22.497,+1.706s,25
6,18,Rubens BarrichelloBAR,Stewart Ford,1:22.673,+1.882s,24
7,3,Michael SchumacherMSC,Ferrari,1:22.890,+2.099s,16
8,9,Damon HillHIL,Jordan Mugen Honda,1:22.974,+2.183s,36
9,15,Johnny HerbertHER,Sauber Petronas,1:23.058,+2.267s,36
10,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:23.083,+2.292s,26
11,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:23.113,+2.322s,29
12,11,Olivier PanisPAN,Prost Peugeot,1:23.317,+2.526s,24
13,14,Jean AlesiALE,Sauber Petronas,1:23.397,+2.606s,27
14,1,Jacques VilleneuveVIL,Williams Mecachrome,1:23.483,+2.692s,29
15,21,Toranosuke TakagiTAK,Tyrrell Ford,1:23.944,+3.153s,35
16,17,Mika SaloSAL,Arrows,1:24.096,+3.305s,23
17,23,Esteban TueroTUE,Minardi Ford,1:24.640,+3.849s,32
18,12,Jarno TrulliTRU,Prost Peugeot,1:24.680,+3.889s,31
19,16,Pedro DinizDIN,Arrows,1:24.793,+4.002s,22
20,19,Jan MagnussenMAG,Stewart Ford,1:24.862,+4.071s,20
21,22,Shinji NakanoNAK,Minardi Ford,1:25.375,+4.584s,28
22,20,Ricardo RossetROS,Tyrrell Ford,1:25.885,+5.094s,26
