Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:15.613,,26
2,3,Michael SchumacherMSC,Ferrari,1:15.738,+0.125s,17
3,4,Eddie IrvineIRV,Ferrari,1:15.870,+0.257s,27
4,7,David CoulthardCOU,McLaren Mercedes,1:15.909,+0.296s,17
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:16.678,+1.065s,35
6,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:16.745,+1.132s,31
7,1,Jacques VilleneuveVIL,Williams Mecachrome,1:16.782,+1.169s,35
8,5,Giancarlo FisichellaFIS,Benetton Playlife,1:17.106,+1.493s,29
9,6,Alexander WurzWUR,Benetton Playlife,1:17.205,+1.592s,19
10,9,Damon HillHIL,Jordan Mugen Honda,1:17.426,+1.813s,28
11,12,Jarno TrulliTRU,Prost Peugeot,1:17.711,+2.098s,17
12,21,Toranosuke TakagiTAK,Tyrrell Ford,1:17.847,+2.234s,26
13,15,Johnny HerbertHER,Sauber Petronas,1:17.873,+2.260s,26
14,17,Mika SaloSAL,Arrows,1:18.075,+2.462s,25
15,18,Rubens BarrichelloBAR,Stewart Ford,1:18.170,+2.557s,25
16,16,Pedro DinizDIN,Arrows,1:18.389,+2.776s,28
17,20,Ricardo RossetROS,Tyrrell Ford,1:18.405,+2.792s,24
18,19,Jos VerstappenVER,Stewart Ford,1:18.451,+2.838s,29
19,11,Olivier PanisPAN,Prost Peugeot,1:18.706,+3.093s,20
20,14,Jean AlesiALE,Sauber Petronas,1:18.893,+3.280s,4
21,22,Shinji NakanoNAK,Minardi Ford,1:19.324,+3.711s,28
22,23,Esteban TueroTUE,Minardi Ford,1:19.475,+3.862s,27
