Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:50.319,,21
2,7,David CoulthardCOU,McLaren Mercedes,1:50.702,+0.383s,23
3,9,Damon HillHIL,Jordan Mugen Honda,1:51.368,+1.049s,27
4,1,Jacques VilleneuveVIL,Williams Mecachrome,1:51.859,+1.540s,23
5,4,Eddie IrvineIRV,Ferrari,1:51.972,+1.653s,22
6,3,Michael SchumacherMSC,Ferrari,1:52.058,+1.739s,23
7,14,Jean AlesiALE,Sauber Petronas,1:52.102,+1.783s,24
8,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:52.136,+1.817s,22
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:52.346,+2.027s,25
10,5,Giancarlo FisichellaFIS,Benetton Playlife,1:52.542,+2.223s,25
11,6,Alexander WurzWUR,Benetton Playlife,1:53.020,+2.701s,21
12,15,Johnny HerbertHER,Sauber Petronas,1:53.379,+3.060s,28
13,21,Toranosuke TakagiTAK,Tyrrell Ford,1:53.898,+3.579s,22
14,11,Olivier PanisPAN,Prost Peugeot,1:53.933,+3.614s,17
15,18,Rubens BarrichelloBAR,Stewart Ford,1:54.071,+3.752s,25
16,17,Mika SaloSAL,Arrows,1:54.814,+4.495s,9
17,12,Jarno TrulliTRU,Prost Peugeot,1:55.049,+4.730s,11
18,16,Pedro DinizDIN,Arrows,1:55.302,+4.983s,16
19,19,Jos VerstappenVER,Stewart Ford,1:55.451,+5.132s,15
20,22,Shinji NakanoNAK,Minardi Ford,1:56.329,+6.010s,22
21,20,Ricardo RossetROS,Tyrrell Ford,1:56.604,+6.285s,23
22,23,Esteban TueroTUE,Minardi Ford,1:57.000,+6.681s,23
