Pos,No,Driver,Car,Time,Gap,Laps
1,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:39.479,,14
2,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:39.955,+0.476s,12
3,5,Giancarlo FisichellaFIS,Benetton Playlife,1:40.261,+0.782s,11
4,7,David CoulthardCOU,McLaren Mercedes,1:40.295,+0.816s,15
5,8,Mika HakkinenHAK,McLaren Mercedes,1:40.321,+0.842s,16
6,1,Jacques VilleneuveVIL,Williams Mecachrome,1:40.364,+0.885s,11
7,4,Eddie IrvineIRV,Ferrari,1:40.508,+1.029s,9
8,6,Alexander WurzWUR,Benetton Playlife,1:40.588,+1.109s,11
9,18,Rubens BarrichelloBAR,Stewart Ford,1:40.613,+1.134s,17
10,3,Michael SchumacherMSC,Ferrari,1:40.656,+1.177s,4
11,21,Toranosuke TakagiTAK,Tyrrell Ford,1:40.697,+1.218s,12
12,14,Jean AlesiALE,Sauber Petronas,1:40.827,+1.348s,9
13,11,Olivier PanisPAN,Prost Peugeot,1:41.307,+1.828s,6
14,15,Johnny HerbertHER,Sauber Petronas,1:41.372,+1.893s,11
15,19,Jos VerstappenVER,Stewart Ford,1:41.435,+1.956s,13
16,9,Damon HillHIL,Jordan Mugen Honda,1:41.437,+1.958s,17
17,17,Mika SaloSAL,Arrows,1:42.402,+2.923s,10
18,16,Pedro DinizDIN,Arrows,1:43.515,+4.036s,10
19,12,Jarno TrulliTRU,Prost Peugeot,1:43.564,+4.085s,12
20,23,Esteban TueroTUE,Minardi Ford,1:44.279,+4.800s,14
21,22,Shinji NakanoNAK,Minardi Ford,1:44.820,+5.341s,12
22,20,Ricardo RossetROS,Tyrrell Ford,1:48.985,+9.506s,6
