Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:38.429,,17
2,7,David CoulthardCOU,McLaren Mercedes,1:38.673,+0.244s,27
3,8,Mika HakkinenHAK,McLaren Mercedes,1:38.752,+0.323s,18
4,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:38.874,+0.445s,25
5,1,Jacques VilleneuveVIL,Williams Mecachrome,1:39.883,+1.454s,21
6,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:40.003,+1.574s,21
7,9,Damon HillHIL,Jordan Mugen Honda,1:40.146,+1.717s,24
8,5,Giancarlo FisichellaFIS,Benetton Playlife,1:40.265,+1.836s,21
9,4,Eddie IrvineIRV,Ferrari,1:40.552,+2.123s,15
10,11,Olivier PanisPAN,Prost Peugeot,1:40.857,+2.428s,18
11,14,Jean AlesiALE,Sauber Petronas,1:40.925,+2.496s,22
12,6,Alexander WurzWUR,Benetton Playlife,1:41.002,+2.573s,22
13,21,Toranosuke TakagiTAK,Tyrrell Ford,1:41.105,+2.676s,18
14,18,Rubens BarrichelloBAR,Stewart Ford,1:41.172,+2.743s,25
15,15,Johnny HerbertHER,Sauber Petronas,1:41.543,+3.114s,25
16,17,Mika SaloSAL,Arrows,1:41.823,+3.394s,22
17,16,Pedro DinizDIN,Arrows,1:41.889,+3.460s,13
18,19,Jos VerstappenVER,Stewart Ford,1:41.924,+3.495s,20
19,12,Jarno TrulliTRU,Prost Peugeot,1:42.786,+4.357s,25
20,22,Shinji NakanoNAK,Minardi Ford,1:43.013,+4.584s,20
21,23,Esteban TueroTUE,Minardi Ford,1:43.048,+4.619s,26
