Pos,No,Driver,Car,Time
1,21,Emanuele PirroPIR,Dallara Judd,1:23.244
1,6,Riccardo PatresePAT,Williams Renault,1:19.837
2,5,Nigel MansellMAN,Williams Renault,1:20.225
2,22,Jyrki JarvilehtoJAR,Dallara Judd,1:23.480
3,1,Ayrton SennaSEN,McLaren Honda,1:20.318
3,33,Andrea de CesarisDEC,Jordan Ford,1:23.672
4,27,Alain ProstPRO,Ferrari,1:20.656
4,32,Bertrand GachotGAC,Jordan Ford,1:23.719
5,14,Olivier GrouillardGRO,Fondmetal Ford,1:24.795
5,19,Roberto MorenoMOR,Benetton Ford,1:20.686
6,34,Nicola LariniLAR,Lambo Lamborghini,1:25.736
6,2,Gerhard BergerBER,McLaren Honda,1:20.916
7,28,Jean AlesiALE,Ferrari,1:21.227
7,35,Eric van de PoeleVAN,Lambo Lamborghini,1:26.900
8,31,Pedro ChavesCHA,Coloni Ford,1:34.475
8,20,Nelson PiquetPIQ,Benetton Ford,1:21.241
9,4,Stefano ModenaMOD,Tyrrell Honda,1:21.298
12,3,Satoru NakajimaNAK,Tyrrell Honda,1:22.262
13,16,Ivan CapelliCAP,Leyton House Ilmor,1:22.443
15,24,Gianni MorbidelliMOR,Minardi Ferrari,1:22.993
16,25,Thierry BoutsenBOU,Ligier Lamborghini,1:23.040
18,23,Pierluigi MartiniMAR,Minardi Ferrari,1:23.125
19,29,Eric BernardBER,Lola Ford,1:23.260
20,7,Martin BrundleBRU,Brabham Yamaha,1:23.516
21,9,Michele AlboretoALB,Footwork Porsche,1:23.529
22,30,Aguri SuzukiSUZ,Lola Ford,1:23.585
23,15,Mauricio GugelminGUG,Leyton House Ilmor,1:23.650
24,11,Mika HakkinenHAK,Lotus Judd,1:23.923
25,10,Stefan JohanssonJOH,Footwork Porsche,1:24.433
26,26,Erik ComasCOM,Ligier Lamborghini,1:24.460
27,18,Fabrizio BarbazzaBAR,AGS Ford,1:24.491
28,17,Gabriele TarquiniTAR,AGS Ford,1:24.653
29,8,Mark BlundellBLU,Brabham Yamaha,1:24.661
30,12,Johnny HerbertHER,Lotus Judd,1:24.732
