Pos,No,Driver,Car,Time
1,33,Andrea de CesarisDEC,Jordan Ford,1:19.729
1,6,Riccardo PatresePAT,Williams Renault,1:14.559
2,27,Alain ProstPRO,Ferrari,1:14.789
2,22,Jyrki JarvilehtoJAR,Dallara Judd,1:20.172
3,14,Olivier GrouillardGRO,Fondmetal Ford,1:20.227
3,1,Ayrton SennaSEN,McLaren Honda,1:14.857
4,5,Nigel MansellMAN,Williams Renault,1:14.895
4,32,Bertrand GachotGAC,Jordan Ford,1:20.309
5,2,Gerhard BergerBER,McLaren Honda,1:15.376
5,21,Emanuele PirroPIR,Dallara Judd,1:20.539
6,34,Nicola LariniLAR,Lambo Lamborghini,1:20.628
6,28,Jean AlesiALE,Ferrari,1:15.877
7,35,Eric van de PoeleVAN,Lambo Lamborghini,1:21.304
7,20,Nelson PiquetPIQ,Benetton Ford,1:16.816
8,19,Roberto MorenoMOR,Benetton Ford,1:16.961
8,31,Pedro ChavesCHA,Coloni Ford,1:22.229
9,15,Mauricio GugelminGUG,Leyton House Ilmor,1:17.015
10,24,Gianni MorbidelliMOR,Minardi Ferrari,1:17.020
11,4,Stefano ModenaMOD,Tyrrell Honda,1:17.114
12,23,Pierluigi MartiniMAR,Minardi Ferrari,1:17.149
14,26,Erik ComasCOM,Ligier Lamborghini,1:17.504
15,16,Ivan CapelliCAP,Leyton House Ilmor,1:17.533
16,25,Thierry BoutsenBOU,Ligier Lamborghini,1:17.775
17,8,Mark BlundellBLU,Brabham Yamaha,1:17.836
18,3,Satoru NakajimaNAK,Tyrrell Honda,1:18.144
20,12,Johnny HerbertHER,Lotus Judd,1:18.185
22,30,Aguri SuzukiSUZ,Lola Ford,1:18.224
23,29,Eric BernardBER,Lola Ford,1:18.540
24,7,Martin BrundleBRU,Brabham Yamaha,1:18.826
25,9,Michele AlboretoALB,Footwork Porsche,1:18.846
27,11,Mika HakkinenHAK,Lotus Judd,1:19.491
28,18,Fabrizio BarbazzaBAR,AGS Ford,1:20.110
29,17,Gabriele TarquiniTAR,AGS Ford,1:20.262
30,10,Stefan JohanssonJOH,Footwork Porsche,1:21.000
