Pos,No,Driver,Car,Time
1,7,Martin BrundleBRU,Brabham Yamaha,1:54.929
1,1,Ayrton SennaSEN,McLaren Honda,1:47.811
2,6,Riccardo PatresePAT,Williams Renault,1:48.661
2,8,Mark BlundellBLU,Brabham Yamaha,1:56.446
3,14,Olivier GrouillardGRO,Fondmetal Ford,1:58.447
3,27,Alain ProstPRO,Ferrari,1:48.821
4,5,Nigel MansellMAN,Williams Renault,1:48.828
4,10,Alex CaffiCAF,Footwork Porsche,1:59.460
5,2,Gerhard BergerBER,McLaren Honda,1:49.485
5,9,Michele AlboretoALB,Footwork Porsche,1:59.910
6,28,Jean AlesiALE,Ferrari,1:49.974
6,17,Gabriele TarquiniTAR,AGS Ford,1:59.972
7,20,Nelson PiquetPIQ,Benetton Ford,1:50.540
7,31,Pedro ChavesCHA,Coloni Ford,2:01.921
8,18,Fabrizio BarbazzaBAR,AGS Ford,2:03.766
8,32,Michael SchumacherMSC,Jordan Ford,1:51.212
9,19,Roberto MorenoMOR,Benetton Ford,1:51.283
10,23,Pierluigi MartiniMAR,Minardi Ferrari,1:51.299
11,4,Stefano ModenaMOD,Tyrrell Honda,1:51.307
12,33,Andrea de CesarisDEC,Jordan Ford,1:51.986
13,16,Ivan CapelliCAP,Leyton House Ilmor,1:52.113
15,22,Jyrki JarvilehtoJAR,Dallara Judd,1:52.417
16,15,Mauricio GugelminGUG,Leyton House Ilmor,1:52.623
18,25,Thierry BoutsenBOU,Ligier Lamborghini,1:52.709
19,24,Gianni MorbidelliMOR,Minardi Ferrari,1:52.896
20,29,Eric BernardBER,Lola Ford,1:53.309
21,12,Johnny HerbertHER,Lotus Judd,1:53.361
22,3,Satoru NakajimaNAK,Tyrrell Honda,1:53.494
24,11,Mika HakkinenHAK,Lotus Judd,1:53.799
25,21,Emanuele PirroPIR,Dallara Judd,1:53.839
26,26,Erik ComasCOM,Ligier Lamborghini,1:53.847
27,30,Aguri SuzukiSUZ,Lola Ford,1:53.869
28,34,Nicola LariniLAR,Lambo Lamborghini,1:54.781
30,35,Eric van de PoeleVAN,Lambo Lamborghini,1:57.746
