Pos,No,Driver,Car,Time
1,36,Stefan JohanssonJOH,Onyx Ford,1:22.836
1,6,Riccardo PatresePAT,Williams Renault,1:19.726
2,1,Ayrton SennaSEN,McLaren Honda,1:20.039
2,18,Piercarlo GhinzaniGHI,Osella Ford,1:24.086
3,21,Alex CaffiCAF,Dallara Ford,1:20.704
3,29,Michele AlboretoALB,Lola Lamborghini,1:24.323
4,5,Thierry BoutsenBOU,Williams Renault,1:21.001
4,37,Bertrand GachotGAC,Onyx Ford,1:24.412
5,17,Nicola LariniLAR,Osella Ford,1:24.601
5,2,Alain ProstPRO,McLaren Honda,1:21.076
6,30,Philippe AlliotALL,Lola Lamborghini,1:24.928
6,28,Gerhard BergerBER,Ferrari,1:21.270
7,19,Alessandro NanniniNAN,Benetton Ford,1:21.301
7,41,Yannick DalmasDAL,AGS Ford,1:25.571
8,8,Stefano ModenaMOD,Brabham Judd,1:21.472
8,34,Bernd SchneiderSCH,Zakspeed Yamaha,1:25.613
9,9,Derek WarwickWAR,Arrows Ford,1:21.617
9,40,Gabriele TarquiniTAR,AGS Ford,1:25.685
10,31,Roberto MorenoMOR,Coloni Ford,1:26.903
10,23,Pierluigi MartiniMAR,Minardi Ford,1:21.746
11,4,Jean AlesiALE,Tyrrell Ford,1:21.799
11,33,Gregor FoitekFOI,Euro Brun Judd,1:27.478
12,35,Aguri SuzukiSUZ,Zakspeed Yamaha,1:28.113
12,27,Nigel MansellMAN,Ferrari,1:21.951
13,15,Mauricio GugelminGUG,March Judd,1:22.083
13,32,Pierre Henri RaphanelRAP,Coloni Ford,1:45.971
14,16,Ivan CapelliCAP,March Judd,1:22.088
15,7,Martin BrundleBRU,Brabham Judd,1:22.296
16,10,Eddie  CheeverCHE,Arrows Ford,1:22.374
17,11,Nelson PiquetPIQ,Lotus Judd,1:22.406
18,22,Andrea de CesarisDEC,Dallara Ford,1:22.410
19,3,Jonathan  PalmerPAL,Tyrrell Ford,1:22.578
20,12,Satoru NakajimaNAK,Lotus Judd,1:22.630
23,24,Luis Perez-SalaPER,Minardi Ford,1:23.017
25,20,Emanuele PirroPIR,Benetton Ford,1:23.399
27,25,Rene ArnouxARN,Ligier Ford,1:24.003
28,26,Olivier GrouillardGRO,Ligier Ford,1:24.702
29,38,Christian DannerDAN,Rial Ford,1:25.017
30,39,Volker WeidlerWEI,Rial Ford,1:26.320
