Pos,No,Driver,Car,Time
1,2,Alain ProstPRO,McLaren Honda,1:20.973
1,8,Stefano ModenaMOD,Brabham Judd,1:23.398
2,1,Ayrton SennaSEN,McLaren Honda,1:21.049
2,17,Nicola LariniLAR,Osella Ford,1:24.550
3,6,Riccardo PatresePAT,Williams Renault,1:21.783
3,36,Stefan JohanssonJOH,Onyx Ford,1:24.764
4,28,Gerhard BergerBER,Ferrari,1:21.946
4,21,Alex CaffiCAF,Dallara Ford,1:24.778
5,7,Martin BrundleBRU,Brabham Judd,1:25.275
5,27,Nigel MansellMAN,Ferrari,1:22.165
6,5,Thierry BoutsenBOU,Williams Renault,1:22.311
6,37,Bertrand GachotGAC,Onyx Ford,1:25.952
7,33,Gregor FoitekFOI,Euro Brun Judd,1:26.365
8,18,Piercarlo GhinzaniGHI,Osella Ford,1:26.807
9,34,Bernd SchneiderSCH,Zakspeed Yamaha,1:27.073
9,22,Andrea de CesarisDEC,Dallara Ford,1:23.050
10,41,Joachim WinkelhockWIN,AGS Ford,1:28.545
10,30,Philippe AlliotALL,Lola Lamborghini,1:23.059
11,39,Volker WeidlerWEI,Rial Ford,1:31.455
11,23,Pierluigi MartiniMAR,Minardi Ford,1:23.252
12,9,Derek WarwickWAR,Arrows Ford,1:23.348
12,35,Aguri SuzukiSUZ,Zakspeed Yamaha,1:53.327
13,19,Alessandro NanniniNAN,Benetton Ford,1:23.542
13,32,Pierre Henri RaphanelRAP,Coloni Ford,1:59.693
14,3,Jonathan  PalmerPAL,Tyrrell Ford,1:23.665
16,10,Eddie  CheeverCHE,Arrows Ford,1:23.828
17,15,Mauricio GugelminGUG,March Judd,1:23.863
19,11,Nelson PiquetPIQ,Lotus Judd,1:24.029
20,4,Michele AlboretoALB,Tyrrell Ford,1:24.296
21,16,Ivan CapelliCAP,March Judd,1:24.406
22,25,Rene ArnouxARN,Ligier Ford,1:24.558
23,38,Christian DannerDAN,Rial Ford,1:24.727
24,24,Luis Perez-SalaPER,Minardi Ford,1:24.786
25,40,Gabriele TarquiniTAR,AGS Ford,1:24.793
26,31,Roberto MorenoMOR,Coloni Ford,1:25.037
27,12,Satoru NakajimaNAK,Lotus Judd,1:25.051
28,29,Yannick DalmasDAL,Lola Lamborghini,1:25.161
29,20,Johnny HerbertHER,Benetton Ford,1:25.282
30,26,Olivier GrouillardGRO,Ligier Ford,1:25.289
