Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Emerson FittipaldiFIT,McLaren Ford,53,1:39:26.290,9
2,24,James HuntHUN,Hesketh Ford,53,+5.910s,6
3,7,Carlos ReutemannREU,Brabham Ford,53,+17.060s,4
4,11,Clay RegazzoniREG,Ferrari,53,+35.790s,3
5,4,Patrick DepaillerDEP,Tyrrell Ford,53,+54.250s,2
6,12,Niki LaudaLAU,Ferrari,53,+79.650s,1
7,28,Mark DonohueDON,Penske Ford,52,+1 lap,0
8,6,Jacky IckxICK,Lotus Ford,52,+1 lap,0
9,9,Vittorio BrambillaBRA,March Ford,52,+1 lap,0
10,22,Graham HillHIL,Lola Ford,52,+1 lap,0
11,3,Jody ScheckterSCH,Tyrrell Ford,52,+1 lap,0
12,16,Tom PrycePRY,Shadow Ford,51,DNF,0
13,23,Rolf StommelenSTO,Lola Ford,51,+2 laps,0
14,2,Jochen MassMAS,McLaren Ford,50,+3 laps,0
NC,8,Carlos PacePAC,Brabham Ford,46,DNF,0
NC,20,Arturo MerzarioMER,Frank Williams Racing Cars/Williams,44,+9 laps,0
NC,27,Mario AndrettiAND,Parnelli Ford,27,DNF,0
NC,14,Mike WildsWIL,BRM,24,DNF,0
NC,5,Ronnie PetersonPET,Lotus Ford,15,DNF,0
NC,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,15,DNF,0
NC,30,Wilson FittipaldiFIT,Fittipaldi Ford,12,DNF,0
DQ,18,John WatsonWAT,Surtees Ford,6,DSQ,0
