Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Niki LaudaLAU,Ferrari,59,1:42:58.175,9
2,1,Emerson FittipaldiFIT,McLaren Ford,59,+4.943s,6
3,2,Jochen MassMAS,McLaren Ford,59,+47.637s,4
4,24,James HuntHUN,Hesketh Ford,59,+49.475s,3
5,5,Ronnie PetersonPET,Lotus Ford,59,+49.986s,2
6,3,Jody ScheckterSCH,Tyrrell Ford,59,+50.321s,1
7,9,Vittorio BrambillaBRA,March Ford,59,+104.031s,0
8,10,Hans-Joachim StuckSTU,March Ford,58,+1 lap,0
9,28,John WatsonWAT,Penske Ford,57,+2 laps,0
10,30,Wilson FittipaldiFIT,Fittipaldi Ford,55,+4 laps,0
NC,16,Tom PrycePRY,Shadow Ford,52,+7 laps,0
NC,6,Brian HentonHEN,Lotus Ford,49,+10 laps,0
NC,25,Brett LungerLUN,Hesketh Ford,46,DNF,0
NC,31,Roelof   WunderinkWUN,Ensign Ford,41,DNF,0
NC,11,Clay RegazzoniREG,Ferrari,28,DNF,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,19,DNF,0
NC,7,Carlos ReutemannREU,Brabham Ford,9,DNF,0
NC,27,Mario AndrettiAND,Parnelli Ford,9,DNF,0
NC,23,Tony BriseBRI,Hill Ford,5,DNF,0
NC,15,Michel LeclereLEC,Tyrrell Ford,5,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,2,DNF,0
NC,8,Carlos PacePAC,Brabham Ford,2,DNF,0
