Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Vittorio BrambillaBRA,March Ford,29,57:56.690,4.5
2,24,James HuntHUN,Hesketh Ford,29,+27.030s,3
3,16,Tom PrycePRY,Shadow Ford,29,+34.850s,2
4,2,Jochen MassMAS,McLaren Ford,29,+72.660s,1.5
5,5,Ronnie PetersonPET,Lotus Ford,29,+83.330s,1
6,12,Niki LaudaLAU,Ferrari,29,+90.280s,0.5
7,11,Clay RegazzoniREG,Ferrari,29,+99.070s,0
8,3,Jody ScheckterSCH,Tyrrell Ford,28,+1 lap,0
9,1,Emerson FittipaldiFIT,McLaren Ford,28,+1 lap,0
10,18,John WatsonWAT,Surtees Ford,28,+1 lap,0
11,4,Patrick DepaillerDEP,Tyrrell Ford,28,+1 lap,0
12,31,Chris AmonAMO,Ensign Ford,28,+1 lap,0
13,25,Brett LungerLUN,Hesketh Ford,28,+1 lap,0
14,7,Carlos ReutemannREU,Brabham Ford,28,+1 lap,0
15,23,Tony BriseBRI,Hill Ford,28,+1 lap,0
16,22,Rolf StommelenSTO,Hill Ford,27,+2 laps,0
17,29,Lella LombardiLOM,March Ford,26,+3 laps,0
NC,33,Roelof   WunderinkWUN,Ensign Ford,25,+4 laps,0
NC,32,Harald ErtlERT,Hesketh Ford,23,DNF,0
NC,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,21,DNF,0
NC,8,Carlos PacePAC,Brabham Ford,17,DNF,0
NC,20,Jo  Vonlanthen VON,Frank Williams Racing Cars/Williams,14,DNF,0
NC,10,Hans-Joachim StuckSTU,March Ford,10,DNF,0
NC,17,Jean-Pierre JarierJAR,Shadow Matra,10,DNF,0
NC,14,Bob EvansEVA,BRM,2,DNF,0
NC,27,Mario AndrettiAND,Parnelli Ford,1,DNF,0
