Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Emerson FittipaldiFIT,McLaren Ford,56,1:22:05.000,9
2,8,Carlos PacePAC,Brabham Ford,55,DNF,6
3,3,Jody ScheckterSCH,Tyrrell Ford,55,DNF,4
4,24,James HuntHUN,Hesketh Ford,55,DNF,3
5,28,Mark DonohueDON,March Ford,55,DNF,2
6,9,Vittorio BrambillaBRA,March Ford,55,+1 lap,1
7,2,Jochen MassMAS,McLaren Ford,55,DNF,0
8,12,Niki LaudaLAU,Ferrari,54,+2 laps,0
9,4,Patrick DepaillerDEP,Tyrrell Ford,54,DNF,0
10,22,Alan  JonesJON,Hill Ford,54,+2 laps,0
11,18,John WatsonWAT,Surtees Ford,54,DNF,0
12,27,Mario AndrettiAND,Parnelli Ford,54,+2 laps,0
13,11,Clay RegazzoniREG,Ferrari,54,+2 laps,0
14,17,Jean-Pierre JarierJAR,Shadow Ford,53,DNF,0
15,23,Tony BriseBRI,Hill Ford,53,DNF,0
16,15,Brian HentonHEN,Lotus Ford,53,DNF,0
17,32,John  Nicholson NIC,Lyncar Ford,51,DNF,0
18,19,Dave  MorganMOR,Surtees Ford,50,DNF,0
19,30,Wilson FittipaldiFIT,Fittipaldi Ford,50,DNF,0
NC,10,Hans-Joachim StuckSTU,March Ford,45,DNF,0
NC,6,Jim CrawfordCRA,Lotus Ford,28,DNF,0
NC,16,Tom PrycePRY,Shadow Ford,20,DNF,0
NC,29,Lella LombardiLOM,March Ford,18,DNF,0
NC,5,Ronnie PetersonPET,Lotus Ford,7,DNF,0
NC,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,5,DNF,0
NC,7,Carlos ReutemannREU,Brabham Ford,4,DNF,0
