Pos,No,Driver,Car,Time,Gap,Laps
1,7,Damon HillHIL,Jordan Mugen Honda,1:13.303,,49
2,1,Mika HakkinenHAK,McLaren Mercedes,1:13.325,+0.022s,34
3,2,David CoulthardCOU,McLaren Mercedes,1:13.376,+0.073s,37
4,23,Ricardo ZontaZON,BAR Supertec,1:13.685,+0.382s,43
5,11,Jean AlesiALE,Sauber Petronas,1:13.696,+0.393s,36
6,6,Ralf SchumacherRSC,Williams Supertec,1:13.711,+0.408s,39
7,12,Pedro DinizDIN,Sauber Petronas,1:13.740,+0.437s,46
8,22,Jacques VilleneuveVIL,BAR Supertec,1:13.840,+0.537s,43
9,4,Eddie IrvineIRV,Ferrari,1:13.883,+0.580s,41
10,16,Rubens BarrichelloBAR,Stewart Ford,1:13.923,+0.620s,35
11,17,Johnny HerbertHER,Stewart Ford,1:14.008,+0.705s,47
12,5,Alessandro ZanardiZAN,Williams Supertec,1:14.049,+0.746s,53
13,20,Luca BadoerBAD,Minardi Ford,1:14.203,+0.900s,44
14,21,Marc GeneGEN,Minardi Ford,1:14.333,+1.030s,45
15,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:14.558,+1.255s,27
16,3,Mika SaloSAL,Ferrari,1:14.608,+1.305s,32
17,19,Jarno TrulliTRU,Prost Peugeot,1:14.724,+1.421s,50
18,9,Giancarlo FisichellaFIS,Benetton Playlife,1:14.785,+1.482s,35
19,18,Olivier PanisPAN,Prost Peugeot,1:15.028,+1.725s,36
20,10,Alexander WurzWUR,Benetton Playlife,1:15.107,+1.804s,32
21,14,Pedro de la RosaDLR,Arrows,1:15.651,+2.348s,26
22,15,Toranosuke TakagiTAK,Arrows,1:16.067,+2.764s,19
