Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:18.881,,26
2,2,David CoulthardCOU,McLaren Mercedes,1:19.352,+0.471s,24
3,3,Michael SchumacherMSC,Ferrari,1:19.621,+0.740s,28
4,4,Eddie IrvineIRV,Ferrari,1:19.772,+0.891s,24
5,9,Giancarlo FisichellaFIS,Benetton Playlife,1:20.309,+1.428s,32
6,16,Rubens BarrichelloBAR,Stewart Ford,1:20.338,+1.457s,28
7,19,Jarno TrulliTRU,Prost Peugeot,1:20.359,+1.478s,36
8,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:20.431,+1.550s,32
9,18,Olivier PanisPAN,Prost Peugeot,1:20.562,+1.681s,34
10,6,Ralf SchumacherRSC,Williams Supertec,1:20.671,+1.790s,38
11,10,Alexander WurzWUR,Benetton Playlife,1:20.779,+1.898s,37
12,11,Jean AlesiALE,Sauber Petronas,1:20.824,+1.943s,25
13,17,Johnny HerbertHER,Stewart Ford,1:20.934,+2.053s,24
14,23,Ricardo ZontaZON,BAR Supertec,1:21.009,+2.128s,28
15,12,Pedro DinizDIN,Sauber Petronas,1:21.116,+2.235s,39
16,5,Alessandro ZanardiZAN,Williams Supertec,1:21.773,+2.892s,19
17,21,Marc GeneGEN,Minardi Ford,1:21.897,+3.016s,29
18,15,Toranosuke TakagiTAK,Arrows,1:22.355,+3.474s,36
19,14,Pedro de la RosaDLR,Arrows,1:22.494,+3.613s,26
20,20,Stephane SarrazinSAR,Minardi Ford,1:22.578,+3.697s,38
21,7,Damon HillHIL,Jordan Mugen Honda,1:32.229,+13.348s,17
22,22,Jacques VilleneuveVIL,BAR Supertec,1:36.568,+17.687s,11
