Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:20.758,,27
2,3,Mika SaloSAL,Ferrari,1:20.920,+0.162s,38
3,18,Olivier PanisPAN,Prost Peugeot,1:21.134,+0.376s,28
4,4,Eddie IrvineIRV,Ferrari,1:21.338,+0.580s,30
5,6,Ralf SchumacherRSC,Williams Supertec,1:21.385,+0.627s,29
6,2,David CoulthardCOU,McLaren Mercedes,1:21.461,+0.703s,33
7,16,Rubens BarrichelloBAR,Stewart Ford,1:21.505,+0.747s,34
8,9,Giancarlo FisichellaFIS,Benetton Playlife,1:21.636,+0.878s,41
9,19,Jarno TrulliTRU,Prost Peugeot,1:21.750,+0.992s,43
10,22,Jacques VilleneuveVIL,BAR Supertec,1:21.850,+1.092s,41
11,11,Jean AlesiALE,Sauber Petronas,1:21.884,+1.126s,27
12,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:21.933,+1.175s,22
13,17,Johnny HerbertHER,Stewart Ford,1:21.982,+1.224s,39
14,7,Damon HillHIL,Jordan Mugen Honda,1:22.207,+1.449s,28
15,20,Luca BadoerBAD,Minardi Ford,1:22.311,+1.553s,36
16,5,Alessandro ZanardiZAN,Williams Supertec,1:22.321,+1.563s,45
17,10,Alexander WurzWUR,Benetton Playlife,1:22.427,+1.669s,46
18,12,Pedro DinizDIN,Sauber Petronas,1:22.462,+1.704s,32
19,14,Pedro de la RosaDLR,Arrows,1:22.853,+2.095s,21
20,21,Marc GeneGEN,Minardi Ford,1:22.872,+2.114s,38
21,23,Ricardo ZontaZON,BAR Supertec,1:23.604,+2.846s,34
22,15,Toranosuke TakagiTAK,Arrows,1:24.282,+3.524s,32
