Pos,No,Driver,Car,Time,Gap,Laps
1,19,Jarno TrulliTRU,Prost Peugeot,1:45.677,,33
2,4,Eddie IrvineIRV,Ferrari,1:46.225,+0.548s,22
3,9,Giancarlo FisichellaFIS,Benetton Playlife,1:46.243,+0.566s,32
4,2,David CoulthardCOU,McLaren Mercedes,1:46.411,+0.734s,28
5,16,Rubens BarrichelloBAR,Stewart Ford,1:46.418,+0.741s,31
6,18,Olivier PanisPAN,Prost Peugeot,1:46.516,+0.839s,31
7,3,Mika SaloSAL,Ferrari,1:46.542,+0.865s,32
8,7,Damon HillHIL,Jordan Mugen Honda,1:46.851,+1.174s,33
9,10,Alexander WurzWUR,Benetton Playlife,1:46.859,+1.182s,35
10,1,Mika HakkinenHAK,McLaren Mercedes,1:46.866,+1.189s,28
11,21,Marc GeneGEN,Minardi Ford,1:46.913,+1.236s,34
12,5,Alessandro ZanardiZAN,Williams Supertec,1:47.043,+1.366s,32
13,6,Ralf SchumacherRSC,Williams Supertec,1:47.334,+1.657s,23
14,12,Pedro DinizDIN,Sauber Petronas,1:47.513,+1.836s,16
15,22,Jacques VilleneuveVIL,BAR Supertec,1:47.513,+1.836s,21
16,11,Jean AlesiALE,Sauber Petronas,1:47.551,+1.874s,9
17,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:47.802,+2.125s,24
18,17,Johnny HerbertHER,Stewart Ford,1:47.985,+2.308s,20
19,20,Luca BadoerBAD,Minardi Ford,1:48.953,+3.276s,23
20,23,Ricardo ZontaZON,BAR Supertec,1:48.978,+3.301s,20
21,15,Toranosuke TakagiTAK,Arrows,1:49.059,+3.382s,26
22,14,Pedro de la RosaDLR,Arrows,1:49.207,+3.530s,27
