Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:17.912,,9
2,4,Eddie IrvineIRV,Ferrari,1:18.199,+0.287s,10
3,1,Mika HakkinenHAK,McLaren Mercedes,1:18.251,+0.339s,18
4,2,David CoulthardCOU,McLaren Mercedes,1:18.468,+0.556s,21
5,5,Alessandro ZanardiZAN,Williams Supertec,1:18.746,+0.834s,35
6,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.779,+0.867s,31
7,11,Jean AlesiALE,Sauber Petronas,1:18.908,+0.996s,13
8,16,Rubens BarrichelloBAR,Stewart Ford,1:18.950,+1.038s,20
9,6,Ralf SchumacherRSC,Williams Supertec,1:19.069,+1.157s,15
10,17,Johnny HerbertHER,Stewart Ford,1:19.266,+1.354s,24
11,10,Alexander WurzWUR,Benetton Playlife,1:19.491,+1.579s,22
12,7,Damon HillHIL,Jordan Mugen Honda,1:19.591,+1.679s,26
13,9,Giancarlo FisichellaFIS,Benetton Playlife,1:19.651,+1.739s,34
14,22,Jacques VilleneuveVIL,BAR Supertec,1:20.002,+2.090s,40
15,19,Jarno TrulliTRU,Prost Peugeot,1:20.121,+2.209s,39
16,18,Olivier PanisPAN,Prost Peugeot,1:20.285,+2.373s,34
17,12,Pedro DinizDIN,Sauber Petronas,1:20.528,+2.616s,24
18,14,Pedro de la RosaDLR,Arrows,1:20.655,+2.743s,38
19,23,Ricardo ZontaZON,BAR Supertec,1:20.681,+2.769s,22
20,15,Toranosuke TakagiTAK,Arrows,1:21.418,+3.506s,26
21,20,Luca BadoerBAD,Minardi Ford,1:21.506,+3.594s,33
22,21,Marc GeneGEN,Minardi Ford,1:21.928,+4.016s,44
