Pos,No,Driver,Car,Time,Gap,Laps
1,4,Eddie IrvineIRV,Ferrari,1:23.577,,25
2,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:23.790,+0.213s,27
3,3,Michael SchumacherMSC,Ferrari,1:23.895,+0.318s,36
4,1,Mika HakkinenHAK,McLaren Mercedes,1:23.982,+0.405s,22
5,5,Alessandro ZanardiZAN,Williams Supertec,1:24.312,+0.735s,41
6,7,Damon HillHIL,Jordan Mugen Honda,1:24.318,+0.741s,30
7,2,David CoulthardCOU,McLaren Mercedes,1:24.339,+0.762s,32
8,16,Rubens BarrichelloBAR,Stewart Ford,1:24.347,+0.770s,26
9,22,Jacques VilleneuveVIL,BAR Supertec,1:24.458,+0.881s,34
10,6,Ralf SchumacherRSC,Williams Supertec,1:24.559,+0.982s,29
11,11,Jean AlesiALE,Sauber Petronas,1:24.571,+0.994s,15
12,12,Pedro DinizDIN,Sauber Petronas,1:24.823,+1.246s,22
13,19,Jarno TrulliTRU,Prost Peugeot,1:24.957,+1.380s,38
14,18,Olivier PanisPAN,Prost Peugeot,1:25.140,+1.563s,40
15,9,Giancarlo FisichellaFIS,Benetton Playlife,1:25.448,+1.871s,32
16,17,Johnny HerbertHER,Stewart Ford,1:25.667,+2.090s,27
17,10,Alexander WurzWUR,Benetton Playlife,1:25.901,+2.324s,32
18,23,Mika SaloSAL,BAR Supertec,1:25.990,+2.413s,12
19,14,Pedro de la RosaDLR,Arrows,1:26.595,+3.018s,36
20,15,Toranosuke TakagiTAK,Arrows,1:27.296,+3.719s,42
21,20,Luca BadoerBAD,Minardi Ford,1:27.314,+3.737s,25
22,21,Marc GeneGEN,Minardi Ford,1:27.506,+3.929s,27
