Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:53.577,,28
2,1,Mika HakkinenHAK,McLaren Mercedes,1:54.021,+0.444s,24
3,9,Giancarlo FisichellaFIS,Benetton Playlife,1:54.066,+0.489s,29
4,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:54.678,+1.101s,20
5,7,Damon HillHIL,Jordan Mugen Honda,1:54.892,+1.315s,27
6,6,Ralf SchumacherRSC,Williams Supertec,1:54.899,+1.322s,27
7,17,Johnny HerbertHER,Stewart Ford,1:54.975,+1.398s,25
8,3,Mika SaloSAL,Ferrari,1:55.032,+1.455s,36
9,4,Eddie IrvineIRV,Ferrari,1:55.242,+1.665s,27
10,11,Jean AlesiALE,Sauber Petronas,1:55.271,+1.694s,30
11,16,Rubens BarrichelloBAR,Stewart Ford,1:55.484,+1.907s,25
12,10,Alexander WurzWUR,Benetton Playlife,1:55.486,+1.909s,28
13,18,Olivier PanisPAN,Prost Peugeot,1:55.541,+1.964s,34
14,5,Alessandro ZanardiZAN,Williams Supertec,1:55.743,+2.166s,31
15,20,Luca BadoerBAD,Minardi Ford,1:56.090,+2.513s,31
16,15,Toranosuke TakagiTAK,Arrows,1:56.263,+2.686s,27
17,12,Pedro DinizDIN,Sauber Petronas,1:56.310,+2.733s,25
18,22,Jacques VilleneuveVIL,BAR Supertec,1:56.429,+2.852s,18
19,14,Pedro de la RosaDLR,Arrows,1:56.749,+3.172s,37
20,19,Jarno TrulliTRU,Prost Peugeot,1:56.765,+3.188s,32
21,21,Marc GeneGEN,Minardi Ford,1:56.855,+3.278s,32
22,23,Ricardo ZontaZON,BAR Supertec,1:57.717,+4.140s,22
