Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:22.718,,32
2,1,Mika HakkinenHAK,McLaren Mercedes,1:22.854,+0.136s,37
3,18,Olivier PanisPAN,Prost Peugeot,1:23.318,+0.600s,40
4,4,Eddie IrvineIRV,Ferrari,1:23.396,+0.678s,41
5,9,Giancarlo FisichellaFIS,Benetton Playlife,1:23.458,+0.740s,30
6,2,David CoulthardCOU,McLaren Mercedes,1:23.503,+0.785s,37
7,16,Rubens BarrichelloBAR,Stewart Ford,1:23.545,+0.827s,32
8,23,Mika SaloSAL,BAR Supertec,1:23.793,+1.075s,32
9,22,Jacques VilleneuveVIL,BAR Supertec,1:23.862,+1.144s,35
10,17,Johnny HerbertHER,Stewart Ford,1:23.865,+1.147s,31
11,7,Damon HillHIL,Jordan Mugen Honda,1:23.874,+1.156s,48
12,19,Jarno TrulliTRU,Prost Peugeot,1:23.958,+1.240s,25
13,5,Alessandro ZanardiZAN,Williams Supertec,1:24.065,+1.347s,53
14,10,Alexander WurzWUR,Benetton Playlife,1:24.263,+1.545s,35
15,11,Jean AlesiALE,Sauber Petronas,1:24.492,+1.774s,49
16,6,Ralf SchumacherRSC,Williams Supertec,1:24.906,+2.188s,10
17,12,Pedro DinizDIN,Sauber Petronas,1:25.094,+2.376s,41
18,14,Pedro de la RosaDLR,Arrows,1:26.148,+3.430s,44
19,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:26.336,+3.618s,12
20,15,Toranosuke TakagiTAK,Arrows,1:27.618,+4.900s,23
21,21,Marc GeneGEN,Minardi Ford,1:27.667,+4.949s,48
22,20,Luca BadoerBAD,Minardi Ford,1:28.316,+5.598s,26
