Pos,No,Driver,Car,Time,Gap,Laps
1,22,Jacques VilleneuveVIL,BAR Supertec,1:42.407,,28
2,2,David CoulthardCOU,McLaren Mercedes,1:42.519,+0.112s,38
3,11,Jean AlesiALE,Sauber Petronas,1:42.701,+0.294s,35
4,4,Eddie IrvineIRV,Ferrari,1:42.725,+0.318s,40
5,3,Michael SchumacherMSC,Ferrari,1:42.875,+0.468s,37
6,12,Pedro DinizDIN,Sauber Petronas,1:43.006,+0.599s,35
7,16,Rubens BarrichelloBAR,Stewart Ford,1:43.042,+0.635s,40
8,1,Mika HakkinenHAK,McLaren Mercedes,1:43.153,+0.746s,34
9,10,Alexander WurzWUR,Benetton Playlife,1:43.311,+0.904s,42
10,17,Johnny HerbertHER,Stewart Ford,1:43.349,+0.942s,37
11,9,Giancarlo FisichellaFIS,Benetton Playlife,1:43.403,+0.996s,27
12,7,Damon HillHIL,Jordan Mugen Honda,1:43.417,+1.010s,38
13,18,Olivier PanisPAN,Prost Peugeot,1:43.500,+1.093s,22
14,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:43.677,+1.270s,44
15,19,Jarno TrulliTRU,Prost Peugeot,1:43.793,+1.386s,34
16,20,Luca BadoerBAD,Minardi Ford,1:44.818,+2.411s,17
17,23,Ricardo ZontaZON,BAR Supertec,1:44.968,+2.561s,15
18,6,Ralf SchumacherRSC,Williams Supertec,1:45.164,+2.757s,26
19,14,Pedro de la RosaDLR,Arrows,1:45.397,+2.990s,28
20,5,Alessandro ZanardiZAN,Williams Supertec,1:45.833,+3.426s,40
21,15,Toranosuke TakagiTAK,Arrows,1:46.690,+4.283s,37
22,21,Marc GeneGEN,Minardi Ford,1:49.451,+7.044s,22
