Pos,No,Driver,Car,Time
1,3,Stuart  Lewis-Evans LEW,Vanwall,1:37.100
2,1,Stirling MossMOS,Vanwall,1:38.000
3,2,Tony BrooksBRO,Vanwall,1:38.100
4,14,Jean BehraBEH,BRM,1:38.400
5,8,Jack BrabhamBRA,Cooper Climax,1:38.500
6,5,Mike HawthornHAW,Ferrari,1:39.100
7,15,Harry SchellSCH,BRM,1:39.200
8,9,Maurice  TrintignantTRI,Cooper Climax,1:39.200
9,7,Roy SalvadoriSAL,Cooper Climax,1:39.200
10,4,Peter CollinsCOL,Ferrari,1:39.300
11,17,Cliff AllisonALL,Lotus Climax,1:39.400
12,6,Luigi MussoMUS,Ferrari,1:39.500
13,16,Graham HillHIL,Lotus Climax,1:39.800
14,12,Masten GregoryGRE,Maserati,1:42.000
15,11,Jo BonnierBON,Maserati,1:42.300
16,10,Giorgio  Scarlatti SCA,Maserati,1:44.600
17,18,Carel Godin de Beaufort DEB,Porsche,1:46.700
