Pos,No,Driver,Car,Time
1,2,Stirling MossMOS,Vanwall,2:34.210
2,22,Mike HawthornHAW,Ferrari,2:34.260
3,6,Stuart  Lewis-Evans LEW,Vanwall,2:34.600
4,8,Jean BehraBEH,BRM,2:34.990
5,4,Tony BrooksBRO,Vanwall,2:35.960
6,24,Wolfgang von TripsVON,Ferrari,2:37.040
7,10,Harry SchellSCH,BRM,2:37.050
8,14,Jack BrabhamBRA,Cooper Climax,2:37.460
9,12,Maurice  TrintignantTRI,Cooper Climax,2:37.970
10,28,Carroll  Shelby SHE,Maserati,2:40.440
11,16,Roy SalvadoriSAL,Cooper Climax,2:43.030
12,20,Graham HillHIL,Lotus Climax,2:46.220
13,18,Cliff AllisonALL,Maserati,2:46.270
14,32,Jo BonnierBON,Maserati,2:46.600
15,30,Maria Teresa de Filippis DEF,Maserati,3:01.950
