Pos,No,Driver,Car,Time
1,16,Mike HawthornHAW,Ferrari,3:57.100
2,18,Luigi MussoMUS,Ferrari,3:57.500
3,2,Stirling MossMOS,Vanwall,3:57.600
4,14,Peter CollinsCOL,Ferrari,3:57.700
5,4,Tony BrooksBRO,Vanwall,3:59.100
6,20,Olivier  GendebienGEN,Ferrari,3:59.300
7,10,Harry SchellSCH,BRM,4:04.500
8,22,Jack BrabhamBRA,Cooper Climax,4:05.100
9,30,Masten GregoryGRE,Maserati,4:05.400
10,8,Jean BehraBEH,BRM,4:06.200
11,6,Stuart  Lewis-Evans LEW,Vanwall,4:07.200
12,40,Cliff AllisonALL,Lotus Climax,4:07.700
13,24,Roy SalvadoriSAL,Cooper Climax,4:15.600
14,36,Jo BonnierBON,Maserati,4:15.700
15,42,Graham HillHIL,Lotus Climax,4:17.900
16,28,Maurice  TrintignantTRI,Maserati,4:21.700
17,32,Wolfgang SeidelSEI,Maserati,4:21.900
18,38,Paco  GodiaGOD,Maserati,4:24.500
19,26,Maria Teresa de Filippis DEF,Maserati,4:31.000
