Pos,No,Driver,Car,Time
1,7,Stirling MossMOS,Vanwall,1:39.400
2,20,Harry SchellSCH,BRM,1:39.800
3,10,Roy SalvadoriSAL,Cooper Climax,1:40.000
4,2,Mike HawthornHAW,Ferrari,1:40.400
5,17,Cliff AllisonALL,Lotus Climax,1:40.400
6,1,Peter CollinsCOL,Ferrari,1:40.600
7,9,Stuart  Lewis-Evans LEW,Vanwall,1:41.400
8,19,Jean BehraBEH,BRM,1:41.400
9,8,Tony BrooksBRO,Vanwall,1:41.600
10,11,Jack BrabhamBRA,Cooper Climax,1:42.000
11,3,Wolfgang von TripsVON,Ferrari,1:42.000
12,4,Maurice  TrintignantTRI,Cooper Climax,1:42.600
13,22,Jo BonnierBON,Maserati,1:43.000
14,16,Graham HillHIL,Lotus Climax,1:43.000
15,5,Carroll  Shelby SHE,Maserati,1:44.200
16,12,Ian Burgess BUR,Cooper Climax,1:48.400
17,15,Ivor  Bueb BUE,Connaught Alta,1:51.400
18,6,Gerino  Gerini GER,Maserati,1:53.000
19,14,Jack  FairmanFAI,Connaught Alta,1:58.800
20,18,Alan  Stacey STA,Lotus Climax,1:58.800
