Pos,No,Driver,Car,Time
1,30,Tony BrooksBRO,Vanwall,1:39.800
2,6,Jean BehraBEH,BRM,1:40.800
3,16,Jack BrabhamBRA,Cooper Climax,1:41.000
4,18,Roy SalvadoriSAL,Cooper Climax,1:41.000
5,20,Maurice  TrintignantTRI,Cooper Climax,1:41.100
6,38,Mike HawthornHAW,Ferrari,1:41.500
7,32,Stuart  Lewis-Evans LEW,Vanwall,1:41.800
8,28,Stirling MossMOS,Vanwall,1:42.300
9,36,Peter CollinsCOL,Ferrari,1:42.400
10,34,Luigi MussoMUS,Ferrari,1:42.600
11,40,Wolfgang von TripsVON,Ferrari,1:43.700
12,8,Harry SchellSCH,BRM,1:43.800
13,24,Cliff AllisonALL,Lotus Climax,1:44.600
14,46,Giorgio  Scarlatti SCA,Maserati,1:44.700
15,26,Graham HillHIL,Lotus Climax,1:45.000
16,58,Jo BonnierBON,Maserati,1:45.000
