Pos,No,Driver,Car,Time
1,26,Stirling MossMOS,Vanwall,1:40.500
2,28,Tony BrooksBRO,Vanwall,1:41.400
3,14,Mike HawthornHAW,Ferrari,1:41.800
4,30,Stuart  Lewis-Evans LEW,Vanwall,1:42.400
5,20,Olivier  GendebienGEN,Ferrari,1:42.500
6,16,Wolfgang von TripsVON,Ferrari,1:42.600
7,18,Phil HillHIL,Ferrari,1:42.700
8,8,Jean BehraBEH,BRM,1:43.200
9,10,Harry SchellSCH,BRM,1:43.200
10,12,Jo BonnierBON,BRM,1:44.700
11,32,Masten GregoryGRE,Maserati,1:44.900
12,38,Graham HillHIL,Lotus Climax,1:46.000
13,2,Maurice  TrintignantTRI,Cooper Climax,1:46.400
14,6,Roy SalvadoriSAL,Cooper Climax,1:47.000
15,4,Jack BrabhamBRA,Cooper Climax,1:47.300
16,36,Cliff AllisonALL,Lotus Climax,1:47.800
17,34,Carroll  Shelby SHE,Maserati,1:48.000
18,24,Hans  HerrmannHER,Maserati,1:49.800
19,40,Gerino  Gerini GER,Maserati,1:50.100
20,22,Giulio CabiancaCAB,Maserati,1:54.600
21,42,Maria Teresa de Filippis DEF,Maserati,1:55.900
