Pos,No,Driver,Car,Time
1,97,Dick RathmannRAT,Watson Offenhauser,4:06.620
2,5,Ed  ElisianELI,Watson Offenhauser,4:06.700
3,16,Jimmy ReeceREE,Watson Offenhauser,4:07.400
4,14,Bob  VeithVEI,Kurtis Kraft Offenhauser,4:08.480
5,4,Pat  O'ConnorO'C,Kurtis Kraft Offenhauser,4:08.580
6,45,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,4:08.820
7,1,Jimmy BryanBRY,Epperly Offenhauser,4:09.680
8,9,Johnny  BoydBOY,Kurtis Kraft Offenhauser,4:09.960
9,33,Tony  BettenhausenBET,Epperly Offenhauser,4:10.140
10,25,Jack  TurnerTUR,Lesovsky Offenhauser,4:10.980
11,8,Rodger WardWAR,Lesovsky Offenhauser,4:11.280
12,29,Anthony Joseph FoytFOY,Kuzma Offenhauser,4:11.520
13,26,Don  FreelandFRE,Phillips Offenhauser,4:11.690
14,15,Paul RussoRUS,Kurtis Kraft Novi,4:11.820
15,43,Billy  GarrettGAR,Kurtis Kraft Offenhauser,4:12.140
16,31,Paul GoldsmithGOL,Kurtis Kraft Offenhauser,4:12.200
17,65,Bob  ChristieCHR,Kurtis Kraft Offenhauser,4:13.070
18,88,Eddie  SachsSAC,Kuzma Offenhauser,4:08.860
19,44,Jud  LarsonLAR,Watson Offenhauser,4:10.850
20,2,Jim RathmannRAT,Epperly Offenhauser,4:11.490
21,52,Al  KellerKEL,Kurtis Kraft Offenhauser,4:11.870
22,7,Johnny ThomsonTHO,Kurtis Kraft Offenhauser,4:11.910
23,83,Shorty  TemplemanTEM,Watson Offenhauser,4:12.070
24,92,Jerry  UnserUNS,Kurtis Kraft Offenhauser,4:12.180
25,99,George  AmickAMI,Epperly Offenhauser,4:12.260
26,61,Eddie JohnsonJOH,Kurtis Kraft Offenhauser,4:12.330
27,68,Len  SuttonSUT,Kurtis Kraft Offenhauser,4:12.360
28,57,Art  BischBIS,Kuzma Offenhauser,4:12.400
29,89,Chuck  WeyantWEY,Dunn Offenhauser,4:12.440
30,19,Johnnie  TolanTOL,Kuzma Offenhauser,4:12.970
31,77,Mike  MagillMAG,Kurtis Kraft Offenhauser,4:13.030
32,59,Dempsey  WilsonWIL,Kuzma Offenhauser,4:11.270
33,54,Bill  CheesbourgCHE,Kurtis Kraft Novi,4:12.550
