Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Alain ProstPRO,McLaren Honda,78,1:57:17.077,9
2,28,Gerhard BergerBER,Ferrari,78,+20.453s,6
3,27,Michele AlboretoALB,Ferrari,78,+41.229s,4
4,17,Derek WarwickWAR,Arrows Megatron,77,+1 lap,3
5,3,Jonathan  PalmerPAL,Tyrrell Ford,77,+1 lap,2
6,6,Riccardo PatresePAT,Williams Judd,77,+1 lap,1
7,29,Yannick DalmasDAL,Lola Ford,77,+1 lap,0
8,20,Thierry BoutsenBOU,Benetton Ford,76,+2 laps,0
9,21,Nicola LariniLAR,Osella,75,+3 laps,0
10,16,Ivan CapelliCAP,March Judd,72,+6 laps,0
NC,12,Ayrton SennaSEN,McLaren Honda,66,DNF,0
NC,30,Philippe AlliotALL,Lola Ford,50,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,45,DNF,0
NC,9,Piercarlo GhinzaniGHI,Zakspeed,43,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,38,DNF,0
NC,24,Luis Perez-SalaPER,Minardi Ford,36,DNF,0
NC,5,Nigel MansellMAN,Williams Judd,32,DNF,0
NC,22,Andrea de CesarisDEC,Rial Ford,28,DNF,0
NC,25,Rene ArnouxARN,Ligier Judd,17,DNF,0
NC,32,Oscar LarrauriLAR,Euro Brun Ford,14,DNF,0
NC,18,Eddie  CheeverCHE,Arrows Megatron,8,DNF,0
NC,26,Stefan JohanssonJOH,Ligier Judd,6,DNF,0
NC,31,Gabriele TarquiniTAR,Coloni Ford,5,DNF,0
