Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Alain ProstPRO,McLaren Honda,72,1:48:43.851,9
2,5,Nigel MansellMAN,Williams Judd,72,+26.232s,6
3,19,Alessandro NanniniNAN,Benetton Ford,72,+35.446s,4
4,12,Ayrton SennaSEN,McLaren Honda,72,+46.710s,3
5,6,Riccardo PatresePAT,Williams Judd,72,+47.430s,2
6,28,Gerhard BergerBER,Ferrari,72,+51.813s,1
7,15,Mauricio GugelminGUG,March Judd,72,+75.964s,0
8,1,Nelson PiquetPIQ,Lotus Honda,72,+77.309s,0
9,20,Thierry BoutsenBOU,Benetton Ford,72,+77.655s,0
10,36,Alex CaffiCAF,Dallara Ford,71,+1 lap,0
11,29,Yannick DalmasDAL,Lola Ford,71,+1 lap,0
12,24,Luis Perez-SalaPER,Minardi Ford,70,+2 laps,0
13,33,Stefano ModenaMOD,Euro Brun Ford,70,+2 laps,0
14,30,Philippe AlliotALL,Lola Ford,69,+3 laps,0
NC,26,Stefan JohanssonJOH,Ligier Judd,62,DNF,0
NC,18,Eddie  CheeverCHE,Arrows Megatron,60,DNF,0
NC,16,Ivan CapelliCAP,March Judd,45,DNF,0
NC,17,Derek WarwickWAR,Arrows Megatron,41,DNF,0
NC,22,Andrea de CesarisDEC,Rial Ford,37,DNF,0
NC,14,Philippe StreiffSTR,AGS Ford,16,DNF,0
NC,27,Michele AlboretoALB,Ferrari,15,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,15,DNF,0
NC,2,Satoru NakajimaNAK,Lotus Honda,14,DNF,0
NC,21,Nicola LariniLAR,Osella,9,DNF,0
NC,3,Jonathan  PalmerPAL,Tyrrell Ford,4,DNF,0
