Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Ayrton SennaSEN,McLaren Honda,63,1:54:56.035,9
2,11,Alain ProstPRO,McLaren Honda,63,+38.713s,6
3,20,Thierry BoutsenBOU,Benetton Ford,62,+1 lap,4
4,22,Andrea de CesarisDEC,Rial Ford,62,+1 lap,3
5,3,Jonathan  PalmerPAL,Tyrrell Ford,62,+1 lap,2
6,23,Pierluigi MartiniMAR,Minardi Ford,62,+1 lap,1
7,29,Yannick DalmasDAL,Lola Ford,61,+2 laps,0
8,36,Alex CaffiCAF,Dallara Ford,61,+2 laps,0
9,4,Julian BaileyBAI,Tyrrell Ford,59,DNF,0
NC,24,Luis Perez-SalaPER,Minardi Ford,54,DNF,0
NC,30,Philippe AlliotALL,Lola Ford,46,DNF,0
NC,33,Stefano ModenaMOD,Euro Brun Ford,46,DNF,0
NC,27,Michele AlboretoALB,Ferrari,45,DNF,0
NC,25,Rene ArnouxARN,Ligier Judd,45,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,34,DNF,0
NC,6,Riccardo PatresePAT,Williams Judd,26,DNF,0
NC,1,Nelson PiquetPIQ,Lotus Honda,26,DNF,0
NC,32,Oscar LarrauriLAR,Euro Brun Ford,26,DNF,0
NC,17,Derek WarwickWAR,Arrows Megatron,24,DNF,0
NC,5,Nigel MansellMAN,Williams Judd,18,DNF,0
NC,14,Philippe StreiffSTR,AGS Ford,15,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,14,DNF,0
NC,18,Eddie  CheeverCHE,Arrows Megatron,14,DNF,0
NC,21,Nicola LariniLAR,Osella,7,DNF,0
NC,28,Gerhard BergerBER,Ferrari,6,DNF,0
NC,26,Stefan JohanssonJOH,Ligier Judd,2,DNF,0
