Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Alain ProstPRO,McLaren Honda,60,1:36:06.857,9
2,28,Gerhard BergerBER,Ferrari,60,+9.873s,6
3,1,Nelson PiquetPIQ,Lotus Honda,60,+68.581s,4
4,17,Derek WarwickWAR,Arrows Megatron,60,+73.348s,3
5,27,Michele AlboretoALB,Ferrari,60,+74.556s,2
6,2,Satoru NakajimaNAK,Lotus Honda,59,+1 lap,1
7,20,Thierry BoutsenBOU,Benetton Ford,59,+1 lap,0
8,18,Eddie  CheeverCHE,Arrows Megatron,59,+1 lap,0
9,26,Stefan JohanssonJOH,Ligier Judd,57,+3 laps,0
NC,22,Andrea de CesarisDEC,Rial Ford,53,DNF,0
NC,3,Jonathan  PalmerPAL,Tyrrell Ford,47,DNF,0
NC,24,Luis Perez-SalaPER,Minardi Ford,46,DNF,0
NC,30,Philippe AlliotALL,Lola Ford,40,DNF,0
NC,31,Gabriele TarquiniTAR,Coloni Ford,35,DNF,0
NC,14,Philippe StreiffSTR,AGS Ford,35,DNF,0
NC,29,Yannick DalmasDAL,Lola Ford,32,DNF,0
NC,12,Ayrton SennaSEN,McLaren Honda,31,DNF,0
NC,25,Rene ArnouxARN,Ligier Judd,23,DNF,0
NC,33,Stefano ModenaMOD,Euro Brun Ford,20,DNF,0
NC,5,Nigel MansellMAN,Williams Judd,18,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,7,DNF,0
NC,6,Riccardo PatresePAT,Williams Judd,6,DNF,0
NC,16,Ivan CapelliCAP,March Judd,6,DNF,0
NC,23,Adrian CamposCAM,Minardi Ford,5,DNF,0
