Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,McLaren Mercedes,1:36.557,,24
2,5,David CoulthardCOU,McLaren Mercedes,1:36.777,+0.220s,23
3,8,Fernando AlonsoALO,Renault,1:36.849,+0.292s,29
4,1,Michael SchumacherMSC,Ferrari,1:36.990,+0.433s,18
5,21,Cristiano da MattaDAM,Toyota,1:37.093,+0.536s,34
6,7,Jarno TrulliTRU,Renault,1:37.198,+0.641s,26
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:37.218,+0.661s,36
8,17,Jenson ButtonBUT,BAR Honda,1:37.418,+0.861s,31
9,2,Rubens BarrichelloBAR,Ferrari,1:37.422,+0.865s,31
10,4,Ralf SchumacherRSC,Williams BMW,1:37.436,+0.879s,31
11,11,Giancarlo FisichellaFIS,Jordan Ford,1:37.443,+0.886s,30
12,20,Olivier PanisPAN,Toyota,1:37.623,+1.066s,23
13,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:37.751,+1.194s,37
14,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:37.947,+1.390s,34
15,14,Mark WebberWEB,Jaguar Cosworth,1:37.980,+1.423s,27
16,9,Nick HeidfeldHEI,Sauber Petronas,1:38.090,+1.533s,30
17,12,Ralph FirmanFIR,Jordan Ford,1:38.282,+1.725s,32
18,16,Jacques VilleneuveVIL,BAR Honda,1:38.329,+1.772s,29
19,19,Jos VerstappenVER,Minardi Cosworth,1:40.382,+3.825s,19
20,18,Justin WilsonWIL,Minardi Cosworth,1:40.638,+4.081s,14
