Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:21.623,,13
2,2,Rubens BarrichelloBAR,Ferrari,1:22.146,+0.523s,15
3,5,David CoulthardCOU,McLaren Mercedes,1:22.552,+0.929s,17
4,17,Jenson ButtonBUT,BAR Honda,1:22.642,+1.019s,19
5,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.646,+1.023s,18
6,4,Marc GeneGEN,Williams BMW,1:22.685,+1.062s,21
7,6,Kimi RäikkönenRAI,McLaren Mercedes,1:22.718,+1.095s,14
8,8,Fernando AlonsoALO,Renault,1:22.731,+1.108s,18
9,7,Jarno TrulliTRU,Renault,1:22.735,+1.112s,16
10,16,Jacques VilleneuveVIL,BAR Honda,1:23.120,+1.497s,19
11,21,Cristiano da MattaDAM,Toyota,1:23.312,+1.689s,12
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:23.572,+1.949s,17
13,15,Justin WilsonWIL,Jaguar Cosworth,1:23.955,+2.332s,16
14,9,Nick HeidfeldHEI,Sauber Petronas,1:24.134,+2.511s,13
15,14,Mark WebberWEB,Jaguar Cosworth,1:24.454,+2.831s,17
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:25.194,+3.571s,12
17,18,Nicolas KiesaKIE,Minardi Cosworth,1:25.870,+4.247s,18
18,19,Jos VerstappenVER,Minardi Cosworth,1:25.934,+4.311s,15
19,12,Zsolt BaumgartnerBAU,Jordan Ford,1:26.295,+4.672s,17
20,20,Olivier PanisPAN,Toyota,,,4
