Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:22.819,,31
2,4,Ralf SchumacherRSC,Williams BMW,1:22.897,+0.078s,23
3,14,Mark WebberWEB,Jaguar Cosworth,1:22.958,+0.139s,19
4,6,Kimi RäikkönenRAI,McLaren Mercedes,1:22.962,+0.143s,35
5,1,Michael SchumacherMSC,Ferrari,1:22.974,+0.155s,35
6,8,Fernando AlonsoALO,Renault,1:23.042,+0.223s,41
7,5,David CoulthardCOU,McLaren Mercedes,1:23.198,+0.379s,34
8,3,Juan Pablo MontoyaMOY,Williams BMW,1:23.769,+0.950s,33
9,16,Jacques VilleneuveVIL,BAR Honda,1:24.098,+1.279s,33
10,20,Olivier PanisPAN,Toyota,1:24.099,+1.280s,31
11,11,Giancarlo FisichellaFIS,Jordan Ford,1:24.132,+1.313s,24
12,17,Jenson ButtonBUT,BAR Honda,1:24.178,+1.359s,40
13,7,Jarno TrulliTRU,Renault,1:24.322,+1.503s,38
14,21,Cristiano da MattaDAM,Toyota,1:24.683,+1.864s,40
15,9,Nick HeidfeldHEI,Sauber Petronas,1:24.747,+1.928s,32
16,12,Ralph FirmanFIR,Jordan Ford,1:24.763,+1.944s,27
17,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:25.332,+2.513s,7
18,19,Jos VerstappenVER,Minardi Cosworth,1:25.745,+2.926s,25
19,18,Justin WilsonWIL,Minardi Cosworth,1:25.945,+3.126s,22
20,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:26.195,+3.376s,17
