Pos,No,Driver,Car,Time,Gap,Laps
1,5,David CoulthardCOU,McLaren Mercedes,1:14.747,,24
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.098,+0.351s,29
3,1,Michael SchumacherMSC,Ferrari,1:15.255,+0.508s,25
4,4,Ralf SchumacherRSC,Williams BMW,1:15.303,+0.556s,35
5,7,Jarno TrulliTRU,Renault,1:15.517,+0.770s,31
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:15.604,+0.857s,32
7,2,Rubens BarrichelloBAR,Ferrari,1:15.861,+1.114s,30
8,14,Mark WebberWEB,Jaguar Cosworth,1:15.886,+1.139s,39
9,11,Giancarlo FisichellaFIS,Jordan Ford,1:16.311,+1.564s,27
10,16,Jacques VilleneuveVIL,BAR Honda,1:16.810,+2.063s,34
11,17,Jenson ButtonBUT,BAR Honda,1:16.895,+2.148s,27
12,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:17.113,+2.366s,39
13,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:17.232,+2.485s,38
14,8,Fernando AlonsoALO,Renault,1:17.290,+2.543s,21
15,21,Cristiano da MattaDAM,Toyota,1:17.686,+2.939s,38
16,12,Ralph FirmanFIR,Jordan Ford,1:17.986,+3.239s,28
17,20,Olivier PanisPAN,Toyota,1:18.101,+3.354s,25
18,9,Nick HeidfeldHEI,Sauber Petronas,1:18.167,+3.420s,29
19,19,Jos VerstappenVER,Minardi Cosworth,1:18.425,+3.678s,32
20,18,Justin WilsonWIL,Minardi Cosworth,1:18.606,+3.859s,29
