Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:23.385,,42
2,2,Rubens BarrichelloBAR,Ferrari,1:23.677,+0.292s,40
3,11,Giancarlo FisichellaFIS,Jordan Ford,1:25.240,+1.855s,30
4,8,Fernando AlonsoALO,Renault,1:25.382,+1.997s,41
5,4,Ralf SchumacherRSC,Williams BMW,1:25.668,+2.283s,32
6,16,Jacques VilleneuveVIL,BAR Honda,1:25.704,+2.319s,37
7,5,David CoulthardCOU,McLaren Mercedes,1:25.839,+2.454s,37
8,17,Jenson ButtonBUT,BAR Honda,1:25.902,+2.517s,39
9,7,Jarno TrulliTRU,Renault,1:25.961,+2.576s,42
10,14,Mark WebberWEB,Jaguar Cosworth,1:26.440,+3.055s,39
11,9,Nick HeidfeldHEI,Sauber Petronas,1:26.537,+3.152s,30
12,12,Ralph FirmanFIR,Jordan Ford,1:26.690,+3.305s,38
13,6,Kimi RäikkönenRAI,McLaren Mercedes,1:26.771,+3.386s,41
14,18,Justin WilsonWIL,Minardi Cosworth,1:27.018,+3.633s,27
15,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:27.145,+3.760s,40
16,3,Juan Pablo MontoyaMOY,Williams BMW,1:28.225,+4.840s,32
17,19,Jos VerstappenVER,Minardi Cosworth,1:28.246,+4.861s,28
18,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:29.190,+5.805s,19
19,21,Cristiano da MattaDAM,Toyota,1:29.215,+5.830s,22
20,20,Olivier PanisPAN,Toyota,1:30.410,+7.025s,16
