Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:32.931,,15
2,1,Michael SchumacherMSC,Ferrari,1:32.989,+0.058s,14
3,2,Rubens BarrichelloBAR,Ferrari,1:33.350,+0.419s,15
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:33.405,+0.474s,13
5,9,Nick HeidfeldHEI,Sauber Petronas,1:33.749,+0.818s,19
6,21,Cristiano da MattaDAM,Toyota,1:33.963,+1.032s,19
7,15,Justin WilsonWIL,Jaguar Cosworth,1:34.119,+1.188s,17
8,17,Jenson ButtonBUT,BAR Honda,1:34.171,+1.240s,18
9,5,David CoulthardCOU,McLaren Mercedes,1:34.309,+1.378s,15
10,7,Jarno TrulliTRU,Renault,1:34.349,+1.418s,13
11,8,Fernando AlonsoALO,Renault,1:34.398,+1.467s,15
12,6,Kimi RäikkönenRAI,McLaren Mercedes,1:34.523,+1.592s,7
13,20,Olivier PanisPAN,Toyota,1:34.541,+1.610s,14
14,16,Takuma SatoSAT,BAR Honda,1:34.554,+1.623s,8
15,14,Mark WebberWEB,Jaguar Cosworth,1:34.599,+1.668s,20
16,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:34.718,+1.787s,13
17,12,Ralph FirmanFIR,Jordan Ford,1:36.368,+3.437s,13
18,11,Giancarlo FisichellaFIS,Jordan Ford,1:36.705,+3.774s,10
19,19,Jos VerstappenVER,Minardi Cosworth,1:36.928,+3.997s,13
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:38.075,+5.144s,14
