Pos,No,Driver,Car,Time,Gap,Laps
1,8,Fernando AlonsoALO,Renault,1:16.076,,24
2,2,Rubens BarrichelloBAR,Ferrari,1:16.190,+0.114s,19
3,4,Ralf SchumacherRSC,Williams BMW,1:16.291,+0.215s,20
4,1,Michael SchumacherMSC,Ferrari,1:16.495,+0.419s,15
5,3,Juan Pablo MontoyaMOY,Williams BMW,1:16.687,+0.611s,21
6,5,David CoulthardCOU,McLaren Mercedes,1:16.840,+0.764s,19
7,6,Kimi RäikkönenRAI,McLaren Mercedes,1:17.050,+0.974s,13
8,21,Cristiano da MattaDAM,Toyota,1:17.118,+1.042s,25
9,7,Jarno TrulliTRU,Renault,1:17.123,+1.047s,14
10,20,Olivier PanisPAN,Toyota,1:17.186,+1.110s,18
11,14,Mark WebberWEB,Jaguar Cosworth,1:17.197,+1.121s,21
12,17,Jenson ButtonBUT,BAR Honda,1:17.341,+1.265s,22
13,16,Jacques VilleneuveVIL,BAR Honda,1:17.452,+1.376s,20
14,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:17.959,+1.883s,16
15,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:18.295,+2.219s,15
16,9,Nick HeidfeldHEI,Sauber Petronas,1:18.455,+2.379s,13
17,11,Giancarlo FisichellaFIS,Jordan Ford,1:18.749,+2.673s,14
18,12,Ralph FirmanFIR,Jordan Ford,1:18.876,+2.800s,17
19,19,Jos VerstappenVER,Minardi Cosworth,1:19.089,+3.013s,21
20,18,Justin WilsonWIL,Minardi Cosworth,1:19.948,+3.872s,17
