Pos,No,Driver,Car,Time,Gap,Laps
1,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.668,,20
2,2,Rubens BarrichelloBAR,Ferrari,1:15.853,+0.185s,19
3,4,Ralf SchumacherRSC,Williams BMW,1:15.890,+0.222s,21
4,1,Michael SchumacherMSC,Ferrari,1:16.056,+0.388s,21
5,6,Kimi RäikkönenRAI,McLaren Mercedes,1:16.193,+0.525s,15
6,7,Jarno TrulliTRU,Renault,1:16.275,+0.607s,18
7,8,Fernando AlonsoALO,Renault,1:16.371,+0.703s,14
8,20,Olivier PanisPAN,Toyota,1:16.560,+0.892s,21
9,14,Mark WebberWEB,Jaguar Cosworth,1:16.953,+1.285s,17
10,17,Jenson ButtonBUT,BAR Honda,1:16.957,+1.289s,14
11,5,David CoulthardCOU,McLaren Mercedes,1:17.147,+1.479s,18
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:17.180,+1.512s,19
13,9,Nick HeidfeldHEI,Sauber Petronas,1:17.345,+1.677s,15
14,16,Jacques VilleneuveVIL,BAR Honda,1:17.353,+1.685s,17
15,11,Giancarlo FisichellaFIS,Jordan Ford,1:17.419,+1.751s,18
16,21,Cristiano da MattaDAM,Toyota,1:17.662,+1.994s,17
17,15,Justin WilsonWIL,Jaguar Cosworth,1:18.083,+2.415s,18
18,12,Ralph FirmanFIR,Jordan Ford,1:18.293,+2.625s,19
19,19,Jos VerstappenVER,Minardi Cosworth,1:19.433,+3.765s,15
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:19.766,+4.098s,15
