Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,John SurteesSUR,Ferrari,78,2:10:51.800,9
2,26,Bruce McLarenMCL,Cooper Climax,78,+66.000s,6
3,4,Lorenzo BandiniBAN,Ferrari,77,+1 lap,4
4,20,Richie GintherGIN,BRM,77,+1 lap,3
5,46,Innes IrelandIRE,BRP BRM,77,+1 lap,2
6,10,Mike SpenceSPE,Lotus Climax,77,+1 lap,1
7,12,Jo SiffertSIF,Brabham BRM,77,+1 lap,0
8,30,Giancarlo BaghettiBAG,BRM,77,+1 lap,0
9,6,Ludovico ScarfiottiSCA,Ferrari,77,+1 lap,0
10,16,Dan GurneyGUR,Brabham Climax,75,+3 laps,0
11,22,Bob AndersonAND,Brabham Climax,75,+3 laps,0
12,34,Jo BonnierBON,Brabham Climax,74,+4 laps,0
13,38,Peter   RevsonREV,Lotus BRM,72,+6 laps,0
14,14,Jack BrabhamBRA,Brabham Climax,59,DNF,0
NC,8,Jim ClarkCLA,Lotus Climax,27,DNF,0
NC,50,Mario  de Araujo Cabral DEA,Derrington-Francis ATS,24,DNF,0
NC,48,Maurice  TrintignantTRI,BRM,21,DNF,0
NC,28,Ronnie BucknumBUC,Honda,12,DNF,0
NC,40,Mike HailwoodHAI,Lotus BRM,4,DNF,0
NC,18,Graham HillHIL,BRM,0,DNF,0
