Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,John SurteesSUR,Ferrari,15,2:12:04.800,9
2,3,Graham HillHIL,BRM,15,+75.600s,6
3,8,Lorenzo BandiniBAN,Ferrari,15,+292.800s,4
4,19,Jo SiffertSIF,Brabham BRM,15,+323.100s,3
5,22,Maurice  TrintignantTRI,BRM,14,DNF,2
6,26,Tony MaggsMAG,BRM,14,+1 lap,1
7,4,Richie GintherGIN,BRM,14,+1 lap,0
8,2,Mike SpenceSPE,Lotus Climax,14,+1 lap,0
9,23,Gerhard MitterMIT,Lotus Climax,14,+1 lap,0
10,5,Dan GurneyGUR,Brabham Climax,14,+1 lap,0
11,14,Chris AmonAMO,Lotus BRM,12,DNF,0
12,6,Jack BrabhamBRA,Brabham Climax,11,DNF,0
13,20,Ronnie BucknumBUC,Honda,11,DNF,0
14,27,Peter   RevsonREV,Lotus BRM,10,DNF,0
NC,1,Jim ClarkCLA,Lotus Climax,7,DNF,0
NC,9,Bruce McLarenMCL,Cooper Climax,4,DNF,0
NC,16,Bob AndersonAND,Brabham Climax,4,DNF,0
NC,12,Edgar BarthBAR,Cooper Climax,3,DNF,0
NC,18,Giancarlo BaghettiBAG,BRM,2,DNF,0
NC,10,Phil HillHIL,Cooper Climax,1,DNF,0
NC,15,Mike HailwoodHAI,Lotus BRM,0,DNF,0
NC,11,Jo BonnierBON,Brabham BRM,0,DNF,0
