Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Dan GurneyGUR,Brabham Climax,65,2:09:50.320,9
2,7,John SurteesSUR,Ferrari,65,+68.940s,6
3,8,Lorenzo BandiniBAN,Ferrari,65,+69.630s,4
4,2,Mike SpenceSPE,Lotus Climax,65,+81.860s,3
5,1,Jim ClarkCLA,Lotus Climax,64,DNF,2
6,18,Pedro RodriguezROD,Ferrari,64,+1 lap,1
7,9,Bruce McLarenMCL,Cooper Climax,64,+1 lap,0
8,4,Richie GintherGIN,BRM,64,+1 lap,0
9,10,Phil HillHIL,Cooper Climax,63,DNF,0
10,17,Moises SolanaSOL,Lotus Climax,63,+2 laps,0
11,3,Graham HillHIL,BRM,63,+2 laps,0
12,11,Innes IrelandIRE,BRP BRM,61,+4 laps,0
13,23,Hap  Sharp SHA,Brabham BRM,60,+5 laps,0
NC,15,Chris AmonAMO,Lotus BRM,45,DNF,0
NC,5,Jack BrabhamBRA,Brabham Climax,44,DNF,0
NC,14,Mike HailwoodHAI,Lotus BRM,11,DNF,0
NC,22,Jo SiffertSIF,Brabham BRM,10,DNF,0
NC,16,Jo BonnierBON,Brabham Climax,9,DNF,0
NC,12,Trevor  Taylor TAY,BRP BRM,5,DNF,0
