Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Jean AlesiALE,Sauber Petronas,1,14:05:42,29.324,29.324
1,9,Giancarlo FisichellaFIS,Benetton Playlife,3,14:09:26,36.599,36.599
1,2,David CoulthardCOU,McLaren Mercedes,10,14:21:49,32.399,32.399
1,23,Ricardo ZontaZON,BAR Supertec,15,14:31:26,41.028,41.028
2,11,Jean AlesiALE,Sauber Petronas,16,14:33:24,25.796,55.120
1,18,Olivier PanisPAN,Prost Peugeot,18,14:36:46,26.089,26.089
1,21,Marc GeneGEN,Minardi Ford,20,14:40:56,30.279,30.279
1,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,21,14:41:44,28.919,28.919
1,14,Pedro de la RosaDLR,Arrows,21,14:42:45,31.350,31.350
1,4,Eddie IrvineIRV,Ferrari,22,14:43:32,27.362,27.362
1,20,Luca BadoerBAD,Minardi Ford,22,14:44:38,29.538,29.538
1,3,Mika SaloSAL,Ferrari,23,14:45:18,28.013,28.013
1,17,Johnny HerbertHER,Stewart Ford,23,14:45:49,29.557,29.557
1,10,Alexander WurzWUR,Benetton Playlife,23,14:45:54,27.123,27.123
1,1,Mika HakkinenHAK,McLaren Mercedes,24,14:46:58,42.414,42.414
1,6,Ralf SchumacherRSC,Williams Supertec,24,14:47:23,27.704,27.704
2,2,David CoulthardCOU,McLaren Mercedes,26,14:51:14,28.022,1:00.421
3,11,Jean AlesiALE,Sauber Petronas,28,14:55:31,26.636,1:21.756
2,18,Olivier PanisPAN,Prost Peugeot,30,14:58:38,26.567,52.656
3,2,David CoulthardCOU,McLaren Mercedes,39,15:14:58,25.168,1:25.589
