Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,5,Alessandro ZanardiZAN,Williams Supertec,11,14:18:30,34.893,34.893
1,18,Olivier PanisPAN,Prost Peugeot,12,14:19:37,34.096,34.096
1,19,Jarno TrulliTRU,Prost Peugeot,20,14:30:46,47.618,47.618
1,2,David CoulthardCOU,McLaren Mercedes,22,14:37:22,33.328,33.328
1,11,Jean AlesiALE,Sauber Petronas,26,14:38:19,46.641,46.641
1,16,Rubens BarrichelloBAR,Stewart Ford,27,14:39:12,31.245,31.245
2,18,Olivier PanisPAN,Prost Peugeot,27,14:40:18,37.500,1:11.596
1,21,Marc GeneGEN,Minardi Ford,34,14:50:29,35.674,35.674
1,6,Ralf SchumacherRSC,Williams Supertec,35,14:50:41,33.386,33.386
1,3,Michael SchumacherMSC,Ferrari,38,14:53:49,32.552,32.552
1,4,Eddie IrvineIRV,Ferrari,40,14:57:14,33.656,33.656
1,14,Pedro de la RosaDLR,Arrows,40,14:58:23,32.772,32.772
1,1,Mika HakkinenHAK,McLaren Mercedes,42,14:59:07,30.983,30.983
1,10,Alexander WurzWUR,Benetton Playlife,41,14:59:45,32.543,32.543
1,15,Toranosuke TakagiTAK,Arrows,41,15:00:15,32.359,32.359
2,5,Alessandro ZanardiZAN,Williams Supertec,42,15:02:02,42.514,1:17.407
1,22,Jacques VilleneuveVIL,BAR Supertec,43,15:02:19,35.085,35.085
1,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,45,15:04:05,30.780,30.780
3,18,Olivier PanisPAN,Prost Peugeot,47,15:07:46,31.159,1:42.755
2,21,Marc GeneGEN,Minardi Ford,50,15:13:22,40.903,1:16.577
2,4,Eddie IrvineIRV,Ferrari,55,15:17:53,32.791,1:06.447
