Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,12,Esteban Gutierrez GUT,Sauber Ferrari,1,13:05:59,24.859,24.859
1,23,Max ChiltonCHI,Marussia Cosworth,5,13:15:49,18.737,18.737
1,16,Pastor MaldonadoMAL,Williams Renault,8,13:21:04,32.794,32.794
1,7,Heikki KovalainenKOV,Lotus Renault,17,13:36:46,25.323,25.323
1,5,Jenson ButtonBUT,McLaren Mercedes,20,13:42:04,24.589,24.589
1,20,Charles PicPIC,Caterham Renault,20,13:42:30,27.568,27.568
1,4,Felipe MassaMAS,Ferrari,21,13:43:48,23.936,23.936
1,22,Jules BianchiBIA,Marussia Cosworth,21,13:44:14,26.205,26.205
1,21,Giedo van der GardeVDG,Caterham Renault,21,13:44:15,25.268,25.268
1,6,Sergio PerezPER,McLaren Mercedes,22,13:45:19,23.808,23.808
1,14,Paul di RestaDIR,Force India Mercedes,22,13:45:29,24.444,24.444
1,9,Nico RosbergROS,Mercedes,22,13:45:30,23.806,23.806
1,19,Daniel RicciardoRIC,STR Ferrari,22,13:45:31,24.226,24.226
1,17,Valtteri BottasBOT,Williams Renault,23,13:47:05,25.014,25.014
1,10,Lewis HamiltonHAM,Mercedes,25,13:50:25,23.904,23.904
1,3,Fernando AlonsoALO,Ferrari,26,13:52:15,23.817,23.817
1,1,Sebastian VettelVET,Red Bull Racing Renault,27,13:53:30,24.086,24.086
2,23,Max ChiltonCHI,Marussia Cosworth,26,13:53:36,24.293,43.030
1,11,Nico HulkenbergHUL,Sauber Ferrari,27,13:53:54,24.030,24.030
1,18,Jean-Eric VergneVER,STR Ferrari,27,13:54:22,24.381,24.381
1,2,Mark WebberWEB,Red Bull Racing Renault,28,13:55:26,23.537,23.537
1,8,Romain GrosjeanGRO,Lotus Renault,29,13:57:05,23.876,23.876
2,7,Heikki KovalainenKOV,Lotus Renault,31,14:01:31,36.333,1:01.656
2,12,Esteban Gutierrez GUT,Sauber Ferrari,36,14:10:01,25.027,49.886
2,4,Felipe MassaMAS,Ferrari,38,14:13:40,24.116,48.052
2,14,Paul di RestaDIR,Force India Mercedes,49,14:32:33,24.914,49.358
2,20,Charles PicPIC,Caterham Renault,50,14:35:29,18.692,46.260
