Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:36.188,,25
2,5,Ralf SchumacherRSC,Williams BMW,1:36.475,+0.287s,23
3,3,Mika HakkinenHAK,McLaren Mercedes,1:36.519,+0.331s,21
4,1,Michael SchumacherMSC,Ferrari,1:36.548,+0.360s,19
5,4,David CoulthardCOU,McLaren Mercedes,1:36.814,+0.626s,25
6,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:37.030,+0.842s,25
7,12,Jarno TrulliTRU,Jordan Honda,1:37.231,+1.043s,19
8,18,Eddie IrvineIRV,Jaguar Cosworth,1:37.360,+1.172s,26
9,9,Olivier PanisPAN,BAR Honda,1:37.391,+1.203s,25
10,17,Kimi RäikkönenRAI,Sauber Petronas,1:37.428,+1.240s,17
11,16,Nick HeidfeldHEI,Sauber Petronas,1:37.459,+1.271s,31
12,10,Jacques VilleneuveVIL,BAR Honda,1:37.463,+1.275s,25
13,6,Juan Pablo MontoyaMOY,Williams BMW,1:37.502,+1.314s,25
14,19,Luciano BurtiBUR,Jaguar Cosworth,1:37.636,+1.448s,25
15,22,Jean AlesiALE,Prost Acer,1:38.130,+1.942s,20
16,7,Giancarlo FisichellaFIS,Benetton Renault,1:38.548,+2.360s,30
17,8,Jenson ButtonBUT,Benetton Renault,1:38.712,+2.524s,23
18,15,Enrique BernoldiBER,Arrows Asiatech,1:38.958,+2.770s,28
19,14,Jos VerstappenVER,Arrows Asiatech,1:39.401,+3.213s,26
20,23,Gaston MazzacaneMAZ,Prost Acer,1:39.651,+3.463s,26
21,21,Fernando AlonsoALO,Minardi European,1:39.956,+3.768s,23
22,20,Tarso MarquesMAR,Minardi European,1:40.171,+3.983s,24
