Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:30.737,,27
2,2,Rubens BarrichelloBAR,Ferrari,1:31.003,+0.266s,22
3,4,David CoulthardCOU,McLaren Mercedes,1:31.536,+0.799s,26
4,17,Kimi RäikkönenRAI,Sauber Petronas,1:31.726,+0.989s,27
5,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:32.164,+1.427s,24
6,16,Nick HeidfeldHEI,Sauber Petronas,1:32.392,+1.655s,25
7,5,Ralf SchumacherRSC,Williams BMW,1:33.025,+2.288s,19
8,9,Olivier PanisPAN,BAR Honda,1:33.071,+2.334s,29
9,15,Enrique BernoldiBER,Arrows Asiatech,1:33.884,+3.147s,19
10,3,Mika HakkinenHAK,McLaren Mercedes,1:34.036,+3.299s,21
11,22,Jean AlesiALE,Prost Acer,1:34.531,+3.794s,25
12,6,Juan Pablo MontoyaMOY,Williams BMW,1:34.548,+3.811s,24
13,10,Jacques VilleneuveVIL,BAR Honda,1:34.789,+4.052s,21
14,14,Jos VerstappenVER,Arrows Asiatech,1:34.948,+4.211s,31
15,23,Gaston MazzacaneMAZ,Prost Acer,1:35.056,+4.319s,27
16,12,Jarno TrulliTRU,Jordan Honda,1:36.046,+5.309s,27
17,21,Fernando AlonsoALO,Minardi European,1:36.058,+5.321s,30
18,20,Tarso MarquesMAR,Minardi European,1:36.671,+5.934s,28
19,8,Jenson ButtonBUT,Benetton Renault,1:38.306,+7.569s,24
20,7,Giancarlo FisichellaFIS,Benetton Renault,1:39.214,+8.477s,21
21,18,Eddie IrvineIRV,Jaguar Cosworth,1:41.771,+11.034s,14
22,19,Luciano BurtiBUR,Jaguar Cosworth,,,2
