Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:31.430,,12
2,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:31.803,+0.373s,28
3,3,Mika HakkinenHAK,McLaren Mercedes,1:31.849,+0.419s,20
4,4,David CoulthardCOU,McLaren Mercedes,1:32.014,+0.584s,24
5,2,Rubens BarrichelloBAR,Ferrari,1:32.128,+0.698s,19
6,16,Nick HeidfeldHEI,Sauber Petronas,1:33.837,+2.407s,29
7,12,Jarno TrulliTRU,Jordan Honda,1:33.879,+2.449s,29
8,17,Kimi RäikkönenRAI,Sauber Petronas,1:34.069,+2.639s,23
9,9,Olivier PanisPAN,BAR Honda,1:34.097,+2.667s,20
10,5,Ralf SchumacherRSC,Williams BMW,1:34.248,+2.818s,18
11,6,Juan Pablo MontoyaMOY,Williams BMW,1:34.674,+3.244s,21
12,19,Pedro de la RosaDLR,Jaguar Cosworth,1:35.157,+3.727s,26
13,14,Jos VerstappenVER,Arrows Asiatech,1:35.173,+3.743s,21
14,15,Enrique BernoldiBER,Arrows Asiatech,1:35.402,+3.972s,25
15,7,Giancarlo FisichellaFIS,Benetton Renault,1:35.624,+4.194s,19
16,10,Jacques VilleneuveVIL,BAR Honda,1:35.690,+4.260s,6
17,8,Jenson ButtonBUT,Benetton Renault,1:35.974,+4.544s,23
18,22,Jean AlesiALE,Prost Acer,1:36.193,+4.763s,18
19,23,Luciano BurtiBUR,Prost Acer,1:37.203,+5.773s,20
20,21,Fernando AlonsoALO,Minardi European,1:38.748,+7.318s,16
21,20,Tarso MarquesMAR,Minardi European,1:40.199,+8.769s,14
22,18,Eddie IrvineIRV,Jaguar Cosworth,1:43.227,+11.797s,7
