Pos,No,Driver,Car,Time,Gap,Laps
1,4,David CoulthardCOU,McLaren Mercedes,1:27.540,,30
2,1,Michael SchumacherMSC,Ferrari,1:27.561,+0.021s,16
3,3,Mika HakkinenHAK,McLaren Mercedes,1:27.775,+0.235s,25
4,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:27.940,+0.400s,20
5,12,Jarno TrulliTRU,Jordan Honda,1:28.193,+0.653s,25
6,5,Ralf SchumacherRSC,Williams BMW,1:28.666,+1.126s,21
7,9,Olivier PanisPAN,BAR Honda,1:28.677,+1.137s,30
8,17,Kimi RäikkönenRAI,Sauber Petronas,1:28.851,+1.311s,17
9,18,Eddie IrvineIRV,Jaguar Cosworth,1:28.861,+1.321s,27
10,16,Nick HeidfeldHEI,Sauber Petronas,1:28.895,+1.355s,25
11,10,Jacques VilleneuveVIL,BAR Honda,1:28.962,+1.422s,27
12,6,Juan Pablo MontoyaMOY,Williams BMW,1:29.184,+1.644s,23
13,2,Rubens BarrichelloBAR,Ferrari,1:29.945,+2.405s,6
14,22,Jean AlesiALE,Prost Acer,1:29.981,+2.441s,24
15,21,Fernando AlonsoALO,Minardi European,1:30.360,+2.820s,28
16,7,Giancarlo FisichellaFIS,Benetton Renault,1:30.549,+3.009s,27
17,19,Luciano BurtiBUR,Jaguar Cosworth,1:30.578,+3.038s,17
18,15,Enrique BernoldiBER,Arrows Asiatech,1:30.782,+3.242s,34
19,8,Jenson ButtonBUT,Benetton Renault,1:30.893,+3.353s,12
20,14,Jos VerstappenVER,Arrows Asiatech,1:31.590,+4.050s,10
21,23,Gaston MazzacaneMAZ,Prost Acer,1:34.431,+6.891s,9
22,20,Tarso MarquesMAR,Minardi European,1:34.491,+6.951s,17
