Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:16.200,,35
2,4,David CoulthardCOU,McLaren Mercedes,1:16.707,+0.507s,33
3,3,Mika HakkinenHAK,McLaren Mercedes,1:16.828,+0.628s,32
4,2,Rubens BarrichelloBAR,Ferrari,1:16.986,+0.786s,21
5,16,Nick HeidfeldHEI,Sauber Petronas,1:17.103,+0.903s,29
6,17,Kimi RäikkönenRAI,Sauber Petronas,1:17.144,+0.944s,26
7,9,Olivier PanisPAN,BAR Honda,1:17.284,+1.084s,25
8,5,Ralf SchumacherRSC,Williams BMW,1:17.521,+1.321s,31
9,12,Jarno TrulliTRU,Jordan Honda,1:17.618,+1.418s,24
10,19,Pedro de la RosaDLR,Jaguar Cosworth,1:17.774,+1.574s,28
11,10,Jacques VilleneuveVIL,BAR Honda,1:17.937,+1.737s,20
12,18,Eddie IrvineIRV,Jaguar Cosworth,1:17.982,+1.782s,23
13,14,Jos VerstappenVER,Arrows Asiatech,1:18.030,+1.830s,25
14,6,Juan Pablo MontoyaMOY,Williams BMW,1:18.216,+2.016s,19
15,11,Ricardo ZontaZON,Jordan Honda,1:18.595,+2.395s,22
16,15,Enrique BernoldiBER,Arrows Asiatech,1:18.649,+2.449s,27
17,22,Jean AlesiALE,Prost Acer,1:18.935,+2.735s,25
18,8,Jenson ButtonBUT,Benetton Renault,1:19.213,+3.013s,31
19,7,Giancarlo FisichellaFIS,Benetton Renault,1:19.347,+3.147s,29
20,23,Luciano BurtiBUR,Prost Acer,1:19.693,+3.493s,25
21,21,Fernando AlonsoALO,Minardi European,1:20.549,+4.349s,20
22,20,Tarso MarquesMAR,Minardi European,1:21.013,+4.813s,32
