Pos,No,Driver,Car,Time,Gap,Laps
1,5,Ralf SchumacherRSC,Williams BMW,1:33.969,,31
2,6,Juan Pablo MontoyaMOY,Williams BMW,1:34.301,+0.332s,25
3,4,David CoulthardCOU,McLaren Mercedes,1:34.562,+0.593s,19
4,1,Michael SchumacherMSC,Ferrari,1:34.711,+0.742s,17
5,8,Jenson ButtonBUT,Benetton Renault,1:34.735,+0.766s,21
6,11,Jarno TrulliTRU,Jordan Honda,1:34.909,+0.940s,11
7,16,Nick HeidfeldHEI,Sauber Petronas,1:35.037,+1.068s,18
8,3,Mika HakkinenHAK,McLaren Mercedes,1:35.043,+1.074s,15
9,2,Rubens BarrichelloBAR,Ferrari,1:35.222,+1.253s,16
10,10,Jacques VilleneuveVIL,BAR Honda,1:35.457,+1.488s,26
11,22,Heinz-Harald FrentzenFRE,Prost Acer,1:35.483,+1.514s,26
12,17,Kimi RäikkönenRAI,Sauber Petronas,1:35.672,+1.703s,15
13,12,Jean AlesiALE,Jordan Honda,1:35.719,+1.750s,13
14,9,Olivier PanisPAN,BAR Honda,1:36.051,+2.082s,26
15,18,Eddie IrvineIRV,Jaguar Cosworth,1:36.060,+2.091s,27
16,7,Giancarlo FisichellaFIS,Benetton Renault,1:36.114,+2.145s,32
17,19,Pedro de la RosaDLR,Jaguar Cosworth,1:36.144,+2.175s,25
18,23,Tomas EngeENG,Prost Acer,1:37.246,+3.277s,28
19,21,Fernando AlonsoALO,Minardi European,1:37.429,+3.460s,27
20,15,Enrique BernoldiBER,Arrows Asiatech,1:37.514,+3.545s,23
21,14,Jos VerstappenVER,Arrows Asiatech,1:37.805,+3.836s,22
22,20,Alex YoongYOO,Minardi European,1:38.839,+4.870s,24
