Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:12.078,,21
2,3,Mika HakkinenHAK,McLaren Mercedes,1:12.330,+0.252s,30
3,16,Nick HeidfeldHEI,Sauber Petronas,1:12.407,+0.329s,27
4,5,Ralf SchumacherRSC,Williams BMW,1:12.454,+0.376s,26
5,2,Rubens BarrichelloBAR,Ferrari,1:12.463,+0.385s,29
6,6,Juan Pablo MontoyaMOY,Williams BMW,1:12.668,+0.590s,23
7,7,Giancarlo FisichellaFIS,Benetton Renault,1:12.672,+0.594s,31
8,4,David CoulthardCOU,McLaren Mercedes,1:12.724,+0.646s,29
9,8,Jenson ButtonBUT,Benetton Renault,1:12.955,+0.877s,22
10,17,Kimi RäikkönenRAI,Sauber Petronas,1:13.186,+1.108s,21
11,11,Jarno TrulliTRU,Jordan Honda,1:13.205,+1.127s,29
12,9,Olivier PanisPAN,BAR Honda,1:13.521,+1.443s,30
13,12,Jean AlesiALE,Jordan Honda,1:13.675,+1.597s,33
14,19,Pedro de la RosaDLR,Jaguar Cosworth,1:13.753,+1.675s,33
15,22,Heinz-Harald FrentzenFRE,Prost Acer,1:13.870,+1.792s,25
16,15,Enrique BernoldiBER,Arrows Asiatech,1:13.978,+1.900s,24
17,18,Eddie IrvineIRV,Jaguar Cosworth,1:14.052,+1.974s,39
18,23,Tomas EngeENG,Prost Acer,1:14.205,+2.127s,31
19,10,Jacques VilleneuveVIL,BAR Honda,1:14.346,+2.268s,25
20,21,Fernando AlonsoALO,Minardi European,1:14.867,+2.789s,32
21,14,Jos VerstappenVER,Arrows Asiatech,1:14.902,+2.824s,34
22,20,Alex YoongYOO,Minardi European,1:15.604,+3.526s,29
