Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,12,Felipe MassaMAS,Sauber Petronas,10,14:19:57,25.026,25.026
1,17,Olivier PanisPAN,Toyota,10,14:20:10,24.158,24.158
1,20,Gianmaria BruniBRU,Minardi Cosworth,10,14:21:25,28.603,28.603
1,11,Giancarlo FisichellaFIS,Sauber Petronas,11,14:21:25,25.455,25.455
1,5,David CoulthardCOU,McLaren Mercedes,11,14:21:27,24.922,24.922
1,16,Ricardo ZontaZON,Toyota,11,14:21:30,23.534,23.534
1,2,Rubens BarrichelloBAR,Ferrari,12,14:22:42,25.155,25.155
1,6,Kimi RäikkönenRAI,McLaren Mercedes,12,14:22:43,25.623,25.623
1,21,Zsolt BaumgartnerBAU,Minardi Cosworth,12,14:23:55,26.193,26.193
1,8,Fernando AlonsoALO,Renault,13,14:24:25,26.392,26.392
1,9,Jenson ButtonBUT,BAR Honda,14,14:25:53,27.977,27.977
1,7,Jacques VilleneuveVIL,Renault,14,14:26:24,26.167,26.167
1,4,Ralf SchumacherRSC,Williams BMW,15,14:27:42,26.992,26.992
1,14,Mark WebberWEB,Jaguar Cosworth,15,14:27:59,26.816,26.816
1,19,Timo GlockGLO,Jordan Ford,15,14:28:18,27.176,27.176
1,3,Juan Pablo MontoyaMOY,Williams BMW,16,14:29:34,27.646,27.646
1,18,Nick HeidfeldHEI,Jordan Ford,17,14:31:20,26.400,26.400
1,10,Takuma SatoSAT,BAR Honda,18,14:32:44,26.953,26.953
1,1,Michael SchumacherMSC,Ferrari,20,14:36:07,26.436,26.436
2,17,Olivier PanisPAN,Toyota,23,14:41:30,23.868,48.026
2,21,Zsolt BaumgartnerBAU,Minardi Cosworth,23,14:43:00,25.898,52.091
2,16,Ricardo ZontaZON,Toyota,25,14:44:09,24.065,47.599
2,12,Felipe MassaMAS,Sauber Petronas,26,14:45:46,25.687,50.713
2,20,Gianmaria BruniBRU,Minardi Cosworth,25,14:46:42,26.035,54.638
2,6,Kimi RäikkönenRAI,McLaren Mercedes,27,14:46:43,23.555,49.178
2,11,Giancarlo FisichellaFIS,Sauber Petronas,27,14:47:13,25.379,50.834
2,5,David CoulthardCOU,McLaren Mercedes,28,14:48:48,24.207,49.129
2,2,Rubens BarrichelloBAR,Ferrari,29,14:49:47,23.665,48.820
2,8,Fernando AlonsoALO,Renault,33,14:56:32,27.367,53.759
2,19,Timo GlockGLO,Jordan Ford,33,14:57:47,28.730,55.906
2,4,Ralf SchumacherRSC,Williams BMW,34,14:58:08,28.189,55.181
2,7,Jacques VilleneuveVIL,Renault,34,14:58:49,26.871,53.038
2,9,Jenson ButtonBUT,BAR Honda,35,14:59:23,28.313,56.290
2,14,Mark WebberWEB,Jaguar Cosworth,35,15:00:22,27.558,54.374
2,1,Michael SchumacherMSC,Ferrari,35,15:00:49,27.561,53.997
3,6,Kimi RäikkönenRAI,McLaren Mercedes,36,15:01:08,26.787,1:15.965
2,18,Nick HeidfeldHEI,Jordan Ford,36,15:02:21,27.909,54.309
2,10,Takuma SatoSAT,BAR Honda,38,15:04:46,26.337,53.290
2,3,Juan Pablo MontoyaMOY,Williams BMW,38,15:04:48,27.286,54.932
3,5,David CoulthardCOU,McLaren Mercedes,38,15:05:11,27.640,1:16.769
3,17,Olivier PanisPAN,Toyota,39,15:07:28,24.627,1:12.653
3,21,Zsolt BaumgartnerBAU,Minardi Cosworth,38,15:08:40,33.020,1:25.111
3,2,Rubens BarrichelloBAR,Ferrari,42,15:10:26,23.667,1:12.487
3,11,Giancarlo FisichellaFIS,Sauber Petronas,42,15:11:16,25.048,1:15.882
3,12,Felipe MassaMAS,Sauber Petronas,44,15:14:40,24.752,1:15.465
3,1,Michael SchumacherMSC,Ferrari,47,15:20:09,24.593,1:18.590
