Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,5,David CoulthardCOU,McLaren Mercedes,1,14:05:20,31.224,31.224
1,16,Cristiano da MattaDAM,Toyota,7,14:13:31,26.714,26.714
1,12,Felipe MassaMAS,Sauber Petronas,7,14:13:31,25.142,25.142
1,3,Juan Pablo MontoyaMOY,Williams BMW,8,14:14:41,24.127,24.127
1,14,Mark WebberWEB,Jaguar Cosworth,8,14:14:51,25.885,25.885
1,9,Jenson ButtonBUT,BAR Honda,9,14:15:54,26.571,26.571
1,4,Ralf SchumacherRSC,Williams BMW,9,14:16:11,24.360,24.360
1,17,Olivier PanisPAN,Toyota,9,14:16:23,24.586,24.586
1,15,Christian KlienKLI,Jaguar Cosworth,9,14:16:35,28.386,28.386
1,2,Rubens BarrichelloBAR,Ferrari,10,14:17:34,24.230,24.230
1,10,Takuma SatoSAT,BAR Honda,10,14:17:34,26.016,26.016
1,1,Michael SchumacherMSC,Ferrari,11,14:18:35,24.371,24.371
1,8,Fernando AlonsoALO,Renault,11,14:18:57,25.084,25.084
1,7,Jarno TrulliTRU,Renault,12,14:20:19,24.760,24.760
1,20,Gianmaria BruniBRU,Minardi Cosworth,12,14:21:19,26.800,26.800
1,18,Nick HeidfeldHEI,Jordan Ford,14,14:23:35,24.947,24.947
1,21,Zsolt BaumgartnerBAU,Minardi Cosworth,14,14:24:15,24.868,24.868
2,5,David CoulthardCOU,McLaren Mercedes,19,14:31:10,25.734,56.958
1,11,Giancarlo FisichellaFIS,Sauber Petronas,20,14:31:57,25.982,25.982
1,6,Kimi RäikkönenRAI,McLaren Mercedes,21,14:33:21,26.180,26.180
2,16,Cristiano da MattaDAM,Toyota,23,14:36:25,24.022,50.736
2,12,Felipe MassaMAS,Sauber Petronas,24,14:37:41,24.578,49.720
2,14,Mark WebberWEB,Jaguar Cosworth,24,14:37:47,25.698,51.583
2,3,Juan Pablo MontoyaMOY,Williams BMW,25,14:38:30,24.946,49.073
2,9,Jenson ButtonBUT,BAR Honda,26,14:39:38,25.118,51.689
2,15,Christian KlienKLI,Jaguar Cosworth,25,14:39:43,26.058,54.444
2,17,Olivier PanisPAN,Toyota,26,14:40:36,23.538,48.124
2,1,Michael SchumacherMSC,Ferrari,27,14:40:41,24.402,48.773
2,2,Rubens BarrichelloBAR,Ferrari,28,14:42:50,23.933,48.163
2,4,Ralf SchumacherRSC,Williams BMW,28,14:42:50,24.118,48.478
2,8,Fernando AlonsoALO,Renault,30,14:45:37,23.617,48.701
2,21,Zsolt BaumgartnerBAU,Minardi Cosworth,29,14:46:46,35.378,1:00.246
2,7,Jarno TrulliTRU,Renault,31,14:46:56,23.685,48.445
3,16,Cristiano da MattaDAM,Toyota,32,14:49:24,14.380,1:05.116
2,18,Nick HeidfeldHEI,Jordan Ford,32,14:49:31,24.042,48.989
3,12,Felipe MassaMAS,Sauber Petronas,38,14:57:30,26.931,1:16.651
2,11,Giancarlo FisichellaFIS,Sauber Petronas,39,14:58:49,26.222,52.204
3,5,David CoulthardCOU,McLaren Mercedes,40,15:00:48,27.053,1:24.011
2,6,Kimi RäikkönenRAI,McLaren Mercedes,41,15:01:30,26.692,52.872
3,14,Mark WebberWEB,Jaguar Cosworth,41,15:02:07,30.939,1:22.522
3,17,Olivier PanisPAN,Toyota,42,15:03:27,24.990,1:13.114
3,3,Juan Pablo MontoyaMOY,Williams BMW,43,15:03:39,25.137,1:14.210
3,2,Rubens BarrichelloBAR,Ferrari,43,15:03:53,24.872,1:13.035
3,15,Christian KlienKLI,Jaguar Cosworth,42,15:04:15,25.270,1:19.714
3,9,Jenson ButtonBUT,BAR Honda,44,15:04:42,24.993,1:16.682
3,4,Ralf SchumacherRSC,Williams BMW,44,15:05:12,23.728,1:12.206
3,1,Michael SchumacherMSC,Ferrari,46,15:07:01,23.946,1:12.719
3,7,Jarno TrulliTRU,Renault,46,15:08:00,23.019,1:11.464
3,21,Zsolt BaumgartnerBAU,Minardi Cosworth,44,15:09:19,25.062,1:25.308
3,8,Fernando AlonsoALO,Renault,48,15:10:45,22.619,1:11.320
3,18,Nick HeidfeldHEI,Jordan Ford,47,15:11:04,25.056,1:14.045
